time,ax,ay,az,yaw,gps_lon,gps_lat,
88.6660000000017,-1.2655,-4.06373,10.0058,206.5874,0,0,296.5874
88.7090000000017,-0.9208,-3.51065,8.7608,206.401,0,0,296.401
88.7520000000017,-0.5317,-3.07076,8.7704,206.2273,0,0,296.2273
88.7950000000017,-0.837,-3.29593,9.5426,206.0692,0,0,296.0692
88.8380000000017,-0.515,-2.64022,9.3534,205.9194,0,0,295.9194
88.8810000000017,-0.1606,-2.46774,9.7269,205.7773,0,0,295.7773
88.9240000000017,-0.4515,-2.77189,9.3929,205.6398,0,0,295.6398
88.9670000000017,-0.4467,-3.05239,8.926,205.5116,0,0,295.5116
89.0100000000017,0.0644,-2.82326,8.5095,205.3695,0,0,295.3695
89.0530000000017,-0.1977,-2.3584,9.5497,205.196,0,0,295.196
89.0960000000017,-0.6263,-2.33739,10.5816,205.0159,0,0,295.0159
89.1390000000017,-0.6179,-2.12531,10.2201,204.8272,0,0,294.8272
89.1820000000017,-0.4755,-2.08714,9.3989,204.6344,0,0,294.6344
89.2250000000017,-0.3007,-2.93909,9.2385,204.4484,0,0,294.4484
89.2680000000017,-0.1463,-1.3695,9.6467,204.243,0,0,294.243
89.3110000000017,-0.5557,-1.24311,10.2488,204.0439,0,0,294.0439
89.3540000000017,-0.5497,-1.31945,10.1112,203.8609,0,0,293.8609
89.3970000000017,-0.3701,-0.89276,9.3498,203.6974,0,0,293.6974
89.4400000000017,-0.2791,-0.59653,9.4336,203.6686,0,0,293.6686
89.4830000000017,-0.412,-2.0042,9.5749,203.5522,0,0,293.5522
89.5260000000017,-0.9603,0.82302,9.436,203.4562,0,0,293.4562
89.5690000000017,-0.8214,-2.00024,8.9907,203.3952,0,0,293.3952
89.6120000000017,-0.4431,-2.17404,9.2122,203.355,0,0,293.355
89.6550000000017,-0.5066,-1.12189,9.5174,203.2981,0,0,293.2981
89.6980000000017,-0.9363,1.32077,10.8306,203.2882,0,0,293.2882
89.7410000000017,0.1662,-3.23279,8.7321,203.3417,0,0,293.3417
89.7840000000017,1.2448,-1.33133,9.1343,203.3689,0,0,293.3689
89.8270000000017,1.8194,-0.90596,9.9232,203.3403,0,0,293.3403
89.8700000000017,0.2045,-0.24497,11.7704,203.3803,0,0,293.3803
89.9130000000017,-1.912,-0.52404,12.2612,203.4583,0,0,293.4583
89.9560000000017,-0.2636,-1.27204,10.0178,203.5841,0,0,293.5841
89.9990000000017,0.5852,0.23309,9.2912,203.725,80.2093234,12.94629448,293.725
90.0420000000017,-0.1714,0.65714,10.5876,203.8741,0,0,293.8741
90.0850000000017,-0.8968,-0.04741,11.2616,204.0687,0,0,294.0687
90.1280000000017,-0.6419,0.45826,9.6922,204.3063,0,0,294.3063
90.1710000000017,0.6498,-0.47146,8.1611,204.6015,0,0,294.6015
90.2140000000017,0.3338,-0.13431,8.9847,204.8912,0,0,294.8912
90.2570000000017,0.0656,-0.28182,9.4396,205.2203,0,0,295.2203
90.3000000000017,0.0333,-0.44638,9.6192,205.5853,0,0,295.5853
90.3430000000017,-0.0026,-1.0758,9.3654,205.9823,0,0,295.9823
90.3860000000017,0.2081,-1.7237,9.3618,206.4036,0,0,296.4036
90.4290000000017,0.3422,-0.45694,10.8127,206.8083,0,0,296.8083
90.4720000000017,-0.5437,-0.40293,11.7069,207.2347,0,0,297.2347
90.5150000000017,-0.1439,-2.37952,10.335,207.6904,0,0,297.6904
90.5580000000017,0.1925,-0.60049,9.5078,208.152,0,0,298.152
90.6010000000017,0.2763,-0.53196,9.2672,208.6084,0,0,298.6084
90.6440000000017,0.6534,-0.96525,9.1679,209.0827,0,0,299.0827
90.6870000000017,0.4439,-0.23177,10.4104,209.5745,0,0,299.5745
90.7300000000017,-0.0421,-0.3476,10.6642,210.0947,0,0,300.0947
90.7730000000017,0.6917,-0.87043,10.7241,210.6404,0,0,300.6404
90.8160000000017,0.3589,0.96261,11.5836,211.1777,0,0,301.1777
90.8590000000017,0.3685,-1.40239,10.0836,211.7465,0,0,301.7465
90.9020000000017,0.8402,-0.14355,10.1603,212.3513,0,0,302.3513
90.9450000000017,0.2093,0.07106,10.7193,212.9918,0,0,302.9918
90.9880000000017,0.1219,-0.17248,10.7827,213.6287,0,0,303.6287
91.0310000000017,0.5469,-0.902,9.6575,214.3022,0,0,304.3022
91.0740000000017,0.3422,0.42669,9.5761,215.019,0,0,305.019
91.1170000000017,0.013,-1.32605,9.0697,215.7627,0,0,305.7627
91.1600000000017,0.5983,-3.6542,9.278,216.5458,0,0,306.5458
91.2030000000017,0.6271,-2.66651,9.7939,217.2865,0,0,307.2865
91.2460000000017,-0.096,-1.25488,11.2149,218.0686,0,0,308.0686
91.2890000000017,-1.1111,-1.49325,11.3514,218.8807,0,0,308.8807
91.3320000000017,-0.236,-2.33343,9.4109,219.7152,0,0,309.7152
91.3750000000017,1.0784,-1.24828,9.4516,220.5366,0,0,310.5366
91.4180000000017,0.1422,-0.77429,10.8917,221.3581,0,0,311.3581
91.4610000000017,-0.7831,-1.55782,10.7037,222.1809,0,0,312.1809
91.5040000000017,-0.1726,-1.95151,9.2445,222.986,0,0,312.986
91.5470000000017,0.4954,0.09878,8.7034,223.7914,0,0,313.7914
91.5900000000017,0.1099,-0.16192,8.7309,224.586,0,0,314.586
91.6330000000017,-0.0816,-0.8085,9.7401,225.3682,0,0,315.3682
91.6760000000017,-0.187,-0.6479,10.1016,226.1454,0,0,316.1454
91.7190000000017,0.3422,-0.54252,9.8502,226.9252,0,0,316.9252
91.7620000000017,0.2608,-0.4609,9.4468,227.6787,0,0,317.6787
91.8050000000017,0.675,-1.21671,9.2636,228.4251,0,0,318.4251
91.8480000000017,0.2632,-1.51041,9.7544,229.1573,0,0,319.1573
91.8910000000017,-0.0014,-0.63206,9.9998,229.884,0,0,319.884
91.9340000000017,-0.2085,-0.69795,10.3985,230.5802,0,0,320.5802
91.9770000000017,-0.3234,-1.42351,10.25,231.2588,0,0,321.2588
92.0200000000017,-0.0912,-0.67023,10.183,231.9241,80.20929046,12.94624795,321.9241
92.0630000000017,0.329,-0.4411,9.9603,232.5706,0,0,322.5706
92.1060000000017,0.2667,-1.53538,10.2441,233.1776,0,0,323.1776
92.1490000000017,-0.1151,-1.56046,9.9831,233.746,0,0,323.746
92.1920000000017,0.2057,-1.86725,9.1942,234.2829,0,0,324.2829
92.2350000000017,0.0944,-0.13563,9.7281,234.7937,0,0,324.7937
92.2780000000017,0.2667,-1.3695,10.0585,235.2742,0,0,325.2742
92.3210000000017,-0.6323,-1.9778,10.6008,235.7229,0,0,325.7229
92.3640000000017,-1.0692,-0.73612,10.4248,236.1617,0,0,326.1617
92.4070000000017,0.2057,-2.76133,8.78,236.6049,0,0,326.6049
92.4500000000017,0.0549,-0.43318,9.7485,237.0375,0,0,327.0375
92.4930000000017,-0.1522,-0.68079,10.6283,237.4783,0,0,327.4783
92.5360000000017,-0.7328,-1.39843,10.8689,237.9133,0,0,327.9133
92.5790000000017,-0.0792,-2.25302,10.2764,238.3605,0,0,328.3605
92.6220000000017,-0.7029,-0.54516,10.4787,238.8148,0,0,328.8148
92.6650000000017,-1.2572,-0.40689,10.2117,239.2817,0,0,329.2817
92.7080000000017,0.2368,-2.7192,8.7142,239.7609,0,0,329.7609
92.7510000000017,0.6666,-1.01398,8.3095,240.2378,0,0,330.2378
92.7940000000017,0.4128,0.39105,9.6479,240.7134,0,0,330.7134
92.8370000000017,-0.928,0.02629,10.5194,241.2046,0,0,331.2046
92.8800000000017,-0.1977,-2.44266,8.9057,241.7236,0,0,331.7236
92.9230000000017,0.6989,-1.93831,8.2473,242.2244,0,0,332.2244
92.9660000000017,0.2871,0.91388,9.5833,242.7094,0,0,332.7094
93.0090000000017,-0.6299,-0.07238,10.1806,243.1987,0,0,333.1987
93.0520000000017,-0.5521,-0.73744,10.3135,243.6925,0,0,333.6925
93.0950000000017,0.1123,0.47674,9.6898,244.1576,0,0,334.1576
93.1380000000017,-0.5305,1.19174,10.6403,244.6199,0,0,334.6199
93.1810000000017,-1.3182,-2.06998,11.167,245.0863,0,0,335.0863
93.2240000000017,-1.5109,-0.73084,11.2245,245.5255,0,0,335.5255
93.2670000000017,-1.3912,-0.35024,10.5266,245.9429,0,0,335.9429
93.3100000000017,-0.7221,-0.46618,8.768,246.3399,0,0,336.3399
93.3530000000017,0.408,-0.59653,7.7673,246.7143,0,0,336.7143
93.3960000000017,0.0058,-0.30019,8.9356,247.0454,0,0,337.0454
93.4390000000017,-0.9627,-0.68607,10.4104,247.3438,0,0,337.3438
93.4820000000017,-0.6167,-0.82434,9.843,247.6228,0,0,337.6228
93.5250000000017,0.1722,-0.68607,9.181,247.8669,0,0,337.8669
93.5680000000017,0.4212,0.47674,9.2349,248.0618,0,0,338.0618
93.6110000000017,-0.339,-0.1804,9.946,248.2487,0,0,338.2487
93.6540000000016,-0.4407,-0.8954,10.7133,248.4278,0,0,338.4278
93.6970000000016,-0.4276,-0.58069,10.8127,248.5942,0,0,338.5942
93.7400000000016,-0.7113,-1.24575,10.0633,248.7655,0,0,338.7655
93.7830000000016,-0.4479,-1.95811,9.5174,248.9419,0,0,338.9419
93.8260000000016,-0.4024,-0.82038,9.6156,249.1036,0,0,339.1036
93.8690000000016,-0.7975,-0.60313,10.0705,249.2616,0,0,339.2616
93.9120000000016,-0.4324,-1.50645,9.6467,249.442,0,0,339.442
93.9550000000016,0.1291,-1.07448,9.0434,249.6183,0,0,339.6183
93.9980000000016,0.3386,-0.72028,9.2995,249.7884,80.20924298,12.94622117,339.7884
94.0410000000016,-0.1774,-1.46432,9.8323,249.9611,0,0,339.9611
94.0840000000016,-0.2564,-1.04555,9.9795,250.12,0,0,340.12
94.1270000000016,-0.1558,-1.03631,9.6659,250.2684,0,0,340.2684
94.1700000000016,0.1734,-1.2023,9.7054,250.4067,0,0,340.4067
94.2130000000016,-0.2791,-0.75449,10.0334,250.5308,0,0,340.5308
94.2560000000016,0.0585,-1.89618,9.4252,250.6579,0,0,340.6579
94.2990000000016,-0.0529,-0.76241,9.7042,250.7603,0,0,340.7603
94.3420000000016,-0.3138,-0.3608,10.341,250.8517,0,0,340.8517
94.3850000000016,0.2632,-1.24707,9.4623,250.948,0,0,340.948
94.4280000000016,-0.3162,-0.67023,9.5868,251.0285,0,0,341.0285
94.4710000000016,-0.0505,-1.06788,9.7269,251.1057,0,0,341.1057
94.5140000000016,0.2392,-1.32209,9.8634,251.1763,0,0,341.1763
94.5570000000016,-0.1259,0.12903,10.5397,251.2223,0,0,341.2223
94.6000000000016,-0.1127,-0.17248,10.4284,251.2721,0,0,341.2721
94.6430000000016,-0.0194,-0.90332,9.5641,251.322,0,0,341.322
94.6860000000016,-0.0373,0.45958,9.3295,251.3569,0,0,341.3569
94.7290000000016,0.086,-1.35894,8.8662,251.4057,0,0,341.4057
94.7720000000016,0.3362,-0.37796,9.2397,251.4387,0,0,341.4387
94.8150000000016,0.1782,0.14487,9.5318,251.4718,0,0,341.4718
94.8580000000016,0.2835,0.08822,10.1746,251.5133,0,0,341.5133
94.9010000000016,0.1806,-0.06457,10.1974,251.5626,0,0,341.5626
94.9440000000016,0.1782,-1.01002,9.8574,251.627,0,0,341.627
94.9870000000016,0.0908,-2.30835,10.1674,251.6967,0,0,341.6967
95.0300000000016,-0.1582,-2.67839,10.7492,251.7618,0,0,341.7618
95.0730000000016,-0.3103,-1.55122,11.2772,251.8361,0,0,341.8361
95.1160000000016,0.0297,-2.49799,9.4611,251.9248,0,0,341.9248
95.1590000000016,0.6414,-1.89222,8.6136,252.0126,0,0,342.0126
95.2020000000016,-0.078,-1.79344,8.9141,252.0898,0,0,342.0898
95.2450000000016,-0.4826,-1.31945,9.4899,252.1643,0,0,342.1643
95.2880000000016,-0.2169,-1.31945,9.5677,252.2322,0,0,342.2322
95.3310000000016,-0.1929,-0.82962,9.697,252.2843,0,0,342.2843
95.3740000000016,-0.1558,-1.05875,9.9903,252.3231,0,0,342.3231
95.4170000000016,0.0956,-1.21935,9.5222,252.3538,0,0,342.3538
95.4600000000016,0.0716,-0.38709,9.7113,252.3601,0,0,342.3601
95.5030000000016,-0.4994,-0.50303,10.6235,252.3494,0,0,342.3494
95.5460000000016,-0.3905,-2.33607,9.8227,252.3236,0,0,342.3236
95.5890000000016,0.1494,-0.8151,9.4516,252.2716,0,0,342.2716
95.6320000000016,0.639,-1.42483,9.2002,252.1972,0,0,342.1972
95.6750000000016,0.3098,-0.6149,10.4021,252.0943,0,0,342.0943
95.7180000000016,0.7432,-1.51173,9.3917,251.9751,0,0,341.9751
95.7610000000016,1.2891,-1.10484,9.193,251.828,0,0,341.828
95.8040000000016,0.6857,-0.78221,10.335,251.6733,0,0,341.6733
95.8470000000016,0.25,-1.41955,10.2716,251.494,0,0,341.494
95.8900000000016,0.2009,-0.68871,10.2883,251.2972,0,0,341.2972
95.9330000000016,-0.2456,-1.39183,9.758,251.0754,0,0,341.0754
95.9760000000016,0.2488,-1.41031,9.6479,250.8492,0,0,340.8492
96.0190000000016,0.2045,-0.80982,9.9376,250.6031,80.20918876,12.94620059,340.6031
96.0620000000016,-0.2588,-0.24233,10.8103,250.3429,0,0,340.3429
96.1050000000016,0.2344,-1.5499,9.867,250.0675,0,0,340.0675
96.1480000000016,1.058,-1.87121,8.7501,249.7694,0,0,339.7694
96.1910000000016,1.3669,0.37532,9.266,249.4866,0,0,339.4866
96.2340000000016,0.6079,-0.57541,10.3231,249.1882,0,0,339.1882
96.2770000000016,0.165,-1.2826,10.4583,248.8756,0,0,338.8756
96.3200000000016,0.8473,-1.16006,9.7544,248.551,0,0,338.551
96.3630000000016,0.56,-1.26016,9.6802,248.2285,0,0,338.2285
96.4060000000016,0.5756,-1.1891,9.7377,247.8937,0,0,337.8937
96.4490000000016,0.4403,-0.70059,9.9556,247.5564,0,0,337.5564
96.4920000000016,0.3745,-1.3497,9.8035,247.2019,0,0,337.2019
96.5350000000016,0.6139,-1.56695,9.5821,246.832,0,0,336.832
96.5780000000016,0.7815,-1.70654,9.3534,246.4662,0,0,336.4662
96.6210000000016,0.7528,-1.60787,9.5054,246.0904,0,0,336.0904
96.6640000000016,0.5732,-1.29316,9.8131,245.7135,0,0,335.7135
96.7070000000016,0.1961,-1.27732,10.1351,245.3287,0,0,335.3287
96.7500000000016,0.3553,-1.46564,9.9244,244.9503,0,0,334.9503
96.7930000000016,0.5325,-1.89882,10.0513,244.552,0,0,334.552
96.8360000000016,-0.0194,-0.78617,11.0653,244.156,0,0,334.156
96.8790000000016,-0.157,-1.8172,11.0497,243.739,0,0,333.739
96.9220000000016,-0.1139,-1.76847,10.7851,243.307,0,0,333.307
96.9650000000016,0.4643,-1.61304,9.9029,242.8794,0,0,332.8794
97.0080000000016,0.4272,-0.67155,9.7844,242.4492,80.20916542,12.94618999,332.4492
97.0510000000016,-0.0146,-1.27336,10.189,241.9961,0,0,331.9961
97.0940000000016,0.1853,-1.34178,9.8107,241.5252,0,0,331.5252
97.1370000000016,0.4966,-1.24047,9.2624,241.0625,0,0,331.0625
97.1800000000016,0.7228,-1.87517,9.2888,240.5667,0,0,330.5667
97.2230000000016,0.7384,-1.91202,9.5629,240.0497,0,0,330.0497
97.2660000000016,0.2883,-2.98782,10.3434,239.4997,0,0,329.4997
97.3090000000016,-0.3426,-3.28812,10.3506,238.9242,0,0,328.9242
97.3520000000016,0.2201,-2.53088,9.7042,238.3646,0,0,328.3646
97.3950000000016,0.2943,-0.99946,9.9831,237.8015,0,0,327.8015
97.4380000000016,-0.0194,-0.99946,9.9951,237.2284,0,0,327.2284
97.4810000000016,0.3637,-1.27864,10.1112,236.6351,0,0,326.6351
97.5240000000016,0.2452,-0.69399,10.3099,236.0584,0,0,326.0584
97.5670000000016,0.4559,-1.92918,10.2441,235.4547,0,0,325.4547
97.6100000000016,0.2512,-2.88904,10.4488,234.8108,0,0,324.8108
97.6530000000016,0.3841,-1.8106,9.5545,234.1603,0,0,324.1603
97.6960000000016,1.2783,-1.58411,8.8446,234.1718,0,0,324.1718
97.7390000000016,1.173,-1.48929,9.2421,233.503,0,0,323.503
97.7820000000016,0.4858,-1.84481,10.3829,232.8411,0,0,322.8411
97.8250000000016,0.5576,-1.60391,10.7217,232.1936,0,0,322.1936
97.8680000000016,0.0848,-1.04027,10.9875,231.566,0,0,321.566
97.9110000000016,-0.0337,-1.81456,9.9747,230.963,0,0,320.963
97.9540000000016,0.4619,-2.26358,9.1715,230.3663,0,0,320.3663
97.9970000000016,1.0245,-1.66441,9.011,229.7845,0,0,319.7845
98.0400000000016,0.8114,-1.79608,9.2624,229.2148,80.20914493,12.94617635,319.2148
98.0830000000016,0.5552,-1.46564,9.8933,228.6774,0,0,318.6774
98.1260000000016,0.566,-1.27732,9.4264,228.1531,0,0,318.1531
98.1690000000016,1.1059,-1.87649,8.361,227.617,0,0,317.617
98.2120000000016,0.9287,-1.52746,9.1726,227.0821,0,0,317.0821
98.2550000000016,0.3661,-2.35708,10.2117,226.5228,0,0,316.5228
98.2980000000016,0.2093,-1.21011,10.8163,225.9995,0,0,315.9995
98.3410000000016,0.0213,-1.0692,10.7959,225.464,0,0,315.464
98.3840000000016,0.1399,-1.88958,10.0585,224.8935,0,0,314.8935
98.4270000000016,0.013,-1.96471,10.2812,224.3017,0,0,314.3017
98.4700000000016,-0.0589,-2.00288,10.1806,223.7196,0,0,313.7196
98.5130000000016,0.0836,-1.71446,10.2716,223.1259,0,0,313.1259
98.5560000000016,-0.0696,-1.8909,10.1219,222.5135,0,0,312.5135
98.5990000000016,0.2153,-1.31549,9.3247,221.8994,0,0,311.8994
98.6420000000016,0.4535,-2.40977,9.0027,221.2598,0,0,311.2598
98.6850000000016,-0.0218,-1.8238,9.7161,220.6437,0,0,310.6437
98.7280000000016,0.1291,-1.9844,9.9184,220.029,0,0,310.029
98.7710000000016,0.1399,-1.37346,9.8777,219.4195,0,0,309.4195
98.8140000000016,0.4583,-1.12981,9.2708,218.8206,0,0,308.8206
98.8570000000016,0.6235,-1.52878,9.0769,218.2425,0,0,308.2425
98.9000000000016,0.4224,-1.63812,9.4085,217.6744,0,0,307.6744
98.9430000000016,0.3853,-1.92258,9.6,217.1203,0,0,307.1203
98.9860000000016,-0.2013,-0.90332,10.6786,216.5998,80.20913175,12.94616517,306.5998
99.0290000000016,-0.327,-1.97131,10.274,216.0943,0,0,306.0943
99.0720000000016,0.0453,-2.02785,9.5689,215.6183,0,0,305.6183
99.1150000000016,0.645,-1.78167,9.7353,215.1685,0,0,305.1685
99.1580000000016,-0.2839,-0.75581,9.9663,214.7518,0,0,304.7518
99.2010000000016,-0.2827,-2.59809,10.3674,214.3525,0,0,304.3525
99.2440000000016,-0.1163,-2.24389,9.3055,213.9826,0,0,303.9826
99.2870000000016,0.2667,-2.44662,9.4193,213.6348,0,0,303.6348
99.3300000000016,0.0501,-2.03445,10.0046,213.3116,0,0,303.3116
99.3730000000016,-0.7592,-1.52878,9.8777,213.0134,0,0,303.0134
99.4160000000016,-0.5868,-2.91808,9.3546,212.739,0,0,302.739
99.4590000000015,0.4547,-2.552,8.0641,212.4865,0,0,302.4865
99.5020000000015,1.0832,-2.90356,8.8339,212.2432,0,0,302.2432
99.5450000000015,-0.3689,-0.1606,10.3422,212.0232,0,0,302.0232
99.5880000000015,-0.4958,-2.26226,10.511,211.8259,0,0,301.8259
99.6310000000015,-0.8501,-0.53724,10.6702,211.65,0,0,301.65
99.6740000000015,0.4379,-3.77135,8.4723,211.495,0,0,301.495
99.7170000000015,0.924,-2.40713,8.8422,211.3459,0,0,301.3459
99.7600000000015,-0.6107,-1.12321,9.7197,211.2121,80.20912621,12.94615778,301.2121
