time,ax,ay,az,yaw,gps_lon,gps_lat,
0,0.0166,0.03685,9.8658,90,80.212048,12.945866,180
0.043,0.0237,-0.27918,9.8143,430.3018,0,0,520.3018
0.086,0.0106,-0.11066,9.9268,412.0084,0,0,502.0084
0.129,-0.1103,-0.0803,9.8741,396.931,0,0,486.931
0.172,-0.1115,0.00924,9.9292,385.6838,0,0,475.6838
0.215,-0.0601,0.12903,9.6766,377.8154,0,0,467.8154
0.258,-0.0038,0.05005,9.8011,372.4937,0,0,462.4937
0.301,-0.0098,0.17248,9.782,368.9474,0,0,458.9474
0.344,0.0477,-0.15543,9.7904,366.5872,0,0,456.5872
0.387,-0.0158,0.10142,9.7987,365.0317,0,0,455.0317
0.43,0.0261,-0.08558,9.9819,364.0186,0,0,454.0186
0.473,-0.0289,-0.03949,9.8706,363.3562,0,0,453.3562
0.516,-0.0074,0.02629,10.0681,362.9212,0,0,452.9212
0.559,-0.0577,-0.03817,10.0944,362.6422,0,0,452.6422
0.602,-0.023,0.33319,9.8538,362.4671,0,0,452.4671
0.645,0.1722,0.07238,9.9951,362.3515,0,0,452.3515
0.688,0.0142,0.33319,10.329,362.2517,0,0,452.2517
0.731,0.0453,0.20284,10.1064,362.1879,0,0,452.1879
0.774,0.0237,0.20669,9.539,362.1482,0,0,452.1482
0.817,0.092,-0.16192,9.6575,362.1305,0,0,452.1305
0.86,0.0824,-0.10142,9.4971,362.1304,0,0,452.1304
0.903,0.068,-0.15675,9.4707,362.1369,0,0,452.1369
0.946,0.2703,-0.17644,9.4228,362.1669,0,0,452.1669
0.989,0.0082,-0.11066,9.8538,362.2057,80.21204885,12.94587014,452.2057
1.032,-0.0445,0.1133,9.8203,362.2934,0,0,452.2934
1.075,0.0944,0.04609,9.7437,362.3934,0,0,452.3934
1.118,0.0273,0.01452,9.94,362.526,0,0,452.526
1.161,0.074,-0.08426,9.8801,362.6968,0,0,452.6968
1.204,0.1159,0.24497,10.0058,362.9024,0,0,452.9024
1.247,0.1015,0.34232,10.3255,363.1313,0,0,453.1313
1.29,0.062,-0.25278,9.685,363.3335,0,0,453.3335
1.333,-0.0601,-0.30283,9.3762,363.5605,0,0,453.5605
1.376,0.0417,-0.32923,9.8538,363.81,0,0,453.81
1.419,0.2476,0.25938,9.7473,364.0753,0,0,454.0753
1.462,0.1015,-0.23309,10.0322,364.2988,0,0,454.2988
1.505,0.4918,-0.69531,9.7461,364.531,0,0,454.531
1.548,-0.0445,-0.41745,9.7712,364.7742,0,0,454.7742
1.591,0.074,-0.31999,10.0489,365.0512,0,0,455.0512
1.634,0.0704,-0.8888,9.9065,365.3385,0,0,455.3385
1.677,0.0381,-0.46618,9.2864,365.6061,0,0,455.6061
1.72,0.5241,-1.08504,9.4432,365.8709,0,0,455.8709
1.763,0.3278,-0.1606,9.5306,366.1379,0,0,456.1379
1.806,0.499,-0.01584,10.1626,366.3987,0,0,456.3987
1.849,1.0329,-0.29755,9.3821,366.6105,0,0,456.6105
1.892,0.7731,0.20416,9.8801,366.8187,0,0,456.8187
1.935,0.9551,-0.70576,9.6539,366.9591,0,0,456.9591
1.978,0.5576,-1.07052,9.4312,367.0744,0,0,457.0744
2.021,0.4535,-1.35498,9.9125,367.2102,80.21205018,12.94588408,457.2102
2.064,0.3158,-1.59731,9.916,367.3418,0,0,457.3418
2.107,0.3134,-2.2649,9.8394,367.4901,0,0,457.4901
2.15,0.3039,-2.35312,9.5725,367.6779,0,0,457.6779
2.193,0.2895,-2.35576,9.7532,367.8994,0,0,457.8994
2.236,0.1422,-2.56124,10.4033,368.116,0,0,458.116
2.279,0.396,-3.10244,10.1411,368.3259,0,0,458.3259
2.322,-0.2803,-3.35918,9.8765,368.524,0,0,458.524
2.365,-0.023,-4.34676,8.956,368.7193,0,0,458.7193
2.408,0.3458,-4.0018,8.847,368.9229,0,0,458.9229
2.451,0.7959,-2.0977,9.8083,369.1284,0,0,459.1284
2.494,0.8904,-1.55386,9.7532,369.256,0,0,459.256
2.537,0.2368,-1.67629,10.5457,369.2972,0,0,459.2972
2.58,0.3314,-2.67707,10.8582,369.2805,0,0,459.2805
2.623,0.6115,-3.26172,9.9101,369.2361,0,0,459.2361
2.666,0.2021,-3.01686,9.9328,369.1704,0,0,459.1704
2.709,-0.3306,-3.23279,9.3355,369.0905,0,0,459.0905
2.752,0.153,-3.32497,9.5473,369.0346,0,0,459.0346
2.795,0.0968,-3.28416,9.855,368.9875,0,0,458.9875
2.838,0.1027,-3.51329,10.0585,368.9363,0,0,458.9363
2.881,-0.2013,-3.59359,9.679,368.8887,0,0,458.8887
2.924,-0.5473,-2.75869,10.3219,368.8844,0,0,458.8844
2.967,-0.3737,-3.31573,10.6116,368.9157,0,0,458.9157
3.01,-0.4898,-2.42561,10.2057,368.9662,80.21205198,12.94589748,458.9662
3.053,-0.3402,-1.67497,11.1922,369.0469,0,0,459.0469
3.096,-0.3198,-2.98122,9.4336,369.1544,0,0,459.1544
3.139,-0.0912,-3.14985,6.7761,369.296,0,0,459.296
3.182,0.4487,-2.31627,8.853,369.4327,0,0,459.4327
3.225,-0.0828,-1.89222,10.8869,369.5664,0,0,459.5664
3.268,-0.2049,-1.463,12.4754,369.7056,0,0,459.7056
3.311,-0.2181,-1.67893,11.1766,369.8448,0,0,459.8448
3.354,-0.3294,-1.13773,9.0589,369.9821,0,0,459.9821
3.397,-0.4994,-1.1825,10.0765,370.1128,0,0,460.1128
3.44,-0.0122,-1.8106,12.1905,370.2389,0,0,460.2389
3.483,-0.1367,-1.6368,10.7468,370.3443,0,0,460.3443
3.526,-0.509,-1.66309,9.3007,370.4299,0,0,460.4299
3.569,0.1985,-1.9041,8.2102,370.5028,0,0,460.5028
3.612,-0.485,-0.90332,8.3969,370.5354,0,0,460.5354
3.655,-0.5281,0.60049,9.7508,370.5273,0,0,460.5273
3.698,0.0608,1.26016,9.1978,370.5016,0,0,460.5016
3.741,0.5529,2.69687,10.3877,370.4435,0,0,460.4435
3.784,0.1207,3.34862,10.5146,370.3705,0,0,460.3705
3.827,0.6079,1.3431,8.4544,370.27,0,0,460.27
3.87,0.742,1.61436,8.4723,370.1539,0,0,460.1539
3.913,1.0377,0.99946,9.8694,370.0111,0,0,460.0111
3.956,0.1003,0.97053,9.2912,369.8717,0,0,459.8717
3.999,0.3529,3.11817,10.2812,369.7452,80.21205207,12.94589984,459.7452
4.042,-0.2672,2.02521,10.7564,369.6323,0,0,459.6323
4.085,0.3039,1.74218,8.6256,369.5336,0,0,459.5336
4.128,-0.3031,1.75791,8.8638,369.5326,0,0,459.5326
4.171,-0.2815,-0.74404,10.286,369.4578,0,0,459.4578
4.214,-0.1175,-1.51041,9.3654,369.4015,0,0,459.4015
4.257,-0.3366,-1.48797,10.7971,369.3565,0,0,459.3565
4.3,-0.5042,-3.44344,10.6822,369.3343,0,0,459.3343
4.343,0.1626,-3.61856,11.5896,369.3195,0,0,459.3195
4.386,-0.0541,-1.96867,10.7361,369.3022,0,0,459.3022
4.429,-0.6466,-2.06998,8.7644,369.2833,0,0,459.2833
4.472,-0.3737,-2.89828,10.6259,369.2537,0,0,459.2537
4.515,-0.5976,-2.37556,9.5593,369.2131,0,0,459.2131
4.558,-0.6263,-1.3497,8.7477,369.1418,0,0,459.1418
4.601,-0.3043,-1.89354,9.8909,369.0428,0,0,459.0428
4.644,0.3254,-1.55914,9.6144,368.9038,0,0,458.9038
4.687,-0.2648,-1.26676,10.0789,368.7237,0,0,458.7237
4.73,-0.4096,-1.41163,9.3678,368.5391,0,0,458.5391
4.773,0.2632,-1.55122,9.6216,368.3275,0,0,458.3275
4.816,0.1806,-2.21749,9.5102,368.0964,0,0,458.0964
4.859,-0.4024,-1.32077,10.0537,367.8452,0,0,457.8452
4.902,-0.1319,-1.7369,10.3422,367.6023,0,0,457.6023
4.945,-0.3833,-1.28128,9.6467,367.353,0,0,457.353
4.988,0.6343,-1.69213,8.9644,367.1015,0,0,457.1015
5.031,0.4152,-2.21353,10.3865,366.8334,0,0,456.8334
5.074,0.3984,-2.41637,10.2261,366.5509,0,0,456.5509
5.117,0.5229,-2.37292,9.8299,366.2675,0,0,456.2675
5.16,0.2033,-1.22991,10.8941,365.9627,0,0,455.9627
5.203,-0.5844,-1.72898,11.3693,365.646,0,0,455.646
5.246,-0.2456,-1.63284,9.0182,365.3233,0,0,455.3233
5.289,0.1889,-1.73426,7.3997,365.0114,0,0,455.0114
5.332,0.5888,-1.59599,10.9491,364.6853,0,0,454.6853
5.375,0.2823,-2.41505,9.9974,364.3467,0,0,454.3467
5.418,-0.1032,-1.08504,9.5318,364.0051,0,0,454.0051
5.461,0.0704,-1.64604,11.0317,363.6611,0,0,453.6611
5.504,0.0728,-1.69081,8.4029,363.3246,0,0,453.3246
5.547,0.0908,-0.60577,9.2253,362.9846,0,0,452.9846
5.59,0.2356,-1.51041,10.1399,362.6413,0,0,452.6413
5.633,-0.1762,-0.62678,9.776,362.2991,0,0,452.2991
5.676,-0.2312,0.29887,10.2812,361.9735,0,0,451.9735
5.719,-0.3964,-2.27546,9.8921,361.6496,0,0,451.6496
5.762,-0.0182,-1.70137,9.2864,361.3279,0,0,451.3279
5.805,0.3505,-0.65714,9.8047,361.0061,0,0,451.0061
5.848,0.0608,0.6413,9.8299,361.0065,0,0,451.0065
5.891,0.4715,2.12135,10.7337,360.6678,0,0,450.6678
5.934,0.4032,3.43156,10.4093,360.3327,0,0,450.3327
5.977,0.9443,1.58543,9.4109,360.0051,0,0,450.0051
6.02,0.39,0.57541,8.4424,359.6891,80.2120541,12.94590801,449.6891
6.063,0.1434,1.00078,8.7896,359.3902,0,0,449.3902
6.106,0.165,0.748,9.9304,359.1133,0,0,449.1133
6.149,0.6462,0.60181,11.0784,358.8668,0,0,448.8668
6.192,-0.2696,1.61568,11.9942,358.6557,0,0,448.6557
6.235,0.1973,1.38534,9.5641,358.4698,0,0,448.4698
6.278,-0.0014,0.55704,8.525,358.317,0,0,448.317
6.321,-0.0433,0.99022,9.1583,358.2019,0,0,448.2019
6.364,0.0345,0.4543,8.8051,358.1232,0,0,448.1232
6.407,0.1267,-0.0066,8.8865,358.0809,0,0,448.0809
6.45,0.3194,-1.38138,9.9352,358.0521,0,0,448.0521
6.493,0.5445,-2.20297,11.9727,358.043,0,0,448.043
6.536,-0.0768,-2.94437,10.4727,358.0479,0,0,448.0479
6.579,-0.5186,-1.62888,10.2165,358.0736,0,0,448.0736
6.622,-0.1079,-0.6149,11.6518,358.1128,0,0,448.1128
6.665,0.5912,-2.13719,8.8925,358.165,0,0,448.165
6.708,0.001,-0.88495,8.9787,358.2297,0,0,448.2297
6.751,0.153,-1.02311,10.0214,358.3059,0,0,448.3059
6.794,0.2883,-1.05083,9.8418,358.3931,0,0,448.3931
6.837,0.7623,-0.78617,9.1762,358.4826,0,0,448.4826
6.88,0.5481,-0.75845,8.3239,358.5773,0,0,448.5773
6.923,0.4391,0.40557,9.3127,358.6856,0,0,448.6856
6.966,0.4044,-0.05401,10.7349,358.797,0,0,448.797
7.009,-0.2193,0.28182,10.9731,358.9125,0,0,448.9125
7.052,-0.2265,-1.36026,9.8622,359.0293,0,0,449.0293
7.095,-0.6395,-1.80004,8.197,359.1582,0,0,449.1582
7.138,-0.2935,-1.5367,10.2608,359.309,0,0,449.309
7.181,-0.5652,-1.27732,11.2412,359.478,0,0,449.478
7.224,0.1027,-0.74921,10.0932,359.652,0,0,449.652
7.267,0.2464,0.45298,8.3455,359.8318,0,0,449.8318
7.31,0.4296,-0.02112,7.5278,360.016,0,0,450.016
7.353,0.5133,1.30493,10.3901,360.2091,0,0,450.2091
7.396,0.6295,0.71236,11.0353,360.3863,0,0,450.3863
7.439,-0.5808,-1.67233,10.0034,360.5534,0,0,450.5534
7.482,-0.4515,-1.09824,10.195,360.7387,0,0,450.7387
7.525,-0.2552,-1.24047,11.2712,360.9293,0,0,450.9293
7.568,-0.3162,-1.54198,8.3897,361.1174,0,0,451.1174
7.611,-0.9663,2.10826,9.5713,361.3188,0,0,451.3188
7.654,-0.0074,0.19096,9.7353,361.5309,0,0,451.5309
7.697,0.5265,1.42219,8.9871,361.7589,0,0,451.7589
7.74,-0.4467,2.96153,10.1052,361.9956,0,0,451.9956
7.783,-0.3186,2.32815,9.606,362.2269,0,0,452.2269
7.826,-0.5018,2.04897,8.6735,362.4701,0,0,452.4701
7.869,-0.4,1.28392,9.2193,362.7239,0,0,452.7239
7.912,0.1195,0.66099,9.4097,362.9826,0,0,452.9826
7.955,-0.6742,1.3695,10.1567,363.2301,0,0,453.2301
7.998,-1.1135,0.67419,10.4907,363.4731,80.21205441,12.94592549,453.4731
8.041,-0.1295,-0.3608,10.3781,363.7143,0,0,453.7143
8.084,-0.102,-0.17776,11.252,363.9454,0,0,453.9454
8.127,-0.3019,-0.57013,10.4643,364.1673,0,0,454.1673
8.17,-1.1015,0.53856,10.0812,364.3685,0,0,454.3685
8.213,-0.3354,0.27654,9.8311,364.5532,0,0,454.5532
8.256,-0.4168,-0.37004,8.8925,364.723,0,0,454.723
8.299,-0.169,0.49643,9.0745,364.8596,0,0,454.8596
8.342,0.2979,-0.92576,8.9416,364.9913,0,0,454.9913
8.385,-0.0816,0.28182,9.6275,365.0869,0,0,455.0869
8.428,-0.2277,-0.09218,10.2069,365.1629,0,0,455.1629
8.471,0.329,0.25146,9.7054,365.2238,0,0,455.2238
8.514,-0.1451,0.06193,9.7185,365.2759,0,0,455.2759
8.557,-0.491,-1.14433,10.0812,365.3305,0,0,455.3305
8.6,-0.0804,-1.40107,10.584,365.3837,0,0,455.3837
8.643,-0.3174,-1.89486,9.5904,365.4448,0,0,455.4448
8.686,-0.9088,0.46354,11.7177,365.5002,0,0,455.5002
8.729,-0.1917,-0.48719,9.9029,365.5615,0,0,455.5615
8.772,0.2069,-0.11198,9.4312,365.6234,0,0,455.6234
8.815,-0.3306,1.48005,10.6882,365.6715,0,0,455.6715
8.858,-0.6766,0.22913,8.3095,365.7162,0,0,455.7162
8.901,0.0872,2.34256,9.8897,365.7415,0,0,455.7415
8.944,0.4667,0.47795,10.0645,365.7614,0,0,455.7614
8.987,0.4116,0.35156,9.8777,365.7551,0,0,455.7551
9.03,0.1411,-0.11979,8.8434,365.7269,0,0,455.7269
9.073,-0.3162,-0.10274,10.0202,365.6694,0,0,455.6694
9.116,-0.2708,-0.40161,10.3302,365.604,0,0,455.604
9.159,-0.3138,-1.05743,11.6147,365.5181,0,0,455.5181
9.202,-0.4276,-0.26862,11.1263,365.411,0,0,455.411
9.245,-0.0972,-1.08768,10.013,365.2866,0,0,455.2866
9.288,0.3505,-0.05005,9.1307,365.1504,0,0,455.1504
9.331,0.3745,-0.47146,9.4683,364.9961,0,0,454.9961
9.374,0.2464,0.74008,11.1443,364.8241,0,0,454.8241
9.417,-0.0517,0.02893,10.2692,364.6444,0,0,454.6444
9.46,0.3996,-0.88748,7.4536,364.4649,0,0,454.4649
9.503,0.8845,1.56706,8.1671,364.2852,0,0,454.2852
9.546,0.487,-0.76769,8.4711,364.0994,0,0,454.0994
9.589,0.8378,-0.15675,8.8219,363.9253,0,0,453.9253
9.632,0.1279,0.23309,10.4404,363.7686,0,0,453.7686
9.675,-0.0241,-0.15807,10.8103,363.6259,0,0,453.6259
9.718,0.5289,0.11715,9.8562,363.5116,0,0,453.5116
9.761,0.3996,-0.22121,9.4647,363.4157,0,0,453.4157
9.804,0.9563,-1.4696,9.0817,363.3254,0,0,453.3254
9.847,0.6462,-2.5256,7.8295,363.2547,0,0,453.2547
9.89,0.5768,-0.79662,11.1155,363.1894,0,0,453.1894
9.933,-0.0565,-0.80322,12.9627,363.1319,0,0,453.1319
9.976,-0.7077,-2.24125,10.2333,363.0571,0,0,453.0571
10.019,0.5828,-0.00264,9.2804,362.9953,80.21205727,12.9459696,452.9953
10.062,0.8701,-1.90542,8.9823,362.9127,0,0,452.9127
10.105,0.833,-0.65714,10.0681,362.8092,0,0,452.8092
10.148,0.7947,-0.72424,10.3829,362.6719,0,0,452.6719
10.191,0.9108,-0.35156,10.511,362.5009,0,0,452.5009
10.234,0.7815,0.29887,9.9101,362.297,0,0,452.297
10.277,1.1598,0.55572,9.3618,362.087,0,0,452.087
10.32,1.4267,0.05929,8.7453,361.8249,0,0,451.8249
10.363,0.9838,-0.21593,9.3019,361.5121,0,0,451.5121
10.406,0.9706,-0.04741,10.3554,361.1647,0,0,451.1647
10.449,0.7276,-0.38456,9.6156,360.8011,0,0,450.8011
10.492,0.7528,-0.46222,9.6,360.4009,0,0,450.4009
10.535,0.5959,-0.66231,10.359,359.9629,0,0,449.9629
10.578,1.5812,-4.47326,8.3945,359.4884,0,0,449.4884
10.621,0.4331,-0.96525,9.7293,358.9913,0,0,448.9913
10.664,0.4667,-0.32659,13.3398,358.4805,0,0,448.4805
10.707,-0.8813,-2.63758,12.5329,357.8898,0,0,447.8898
10.75,0.0106,0.54252,10.9898,357.3125,0,0,447.3125
10.793,1.4926,-2.03049,9.8275,356.6464,0,0,446.6464
10.836,1.1897,-1.03895,10.2321,355.9899,0,0,445.9899
10.879,0.8833,0.2002,10.9839,355.3165,0,0,445.3165
10.922,1.155,-0.88616,10.6858,354.5886,0,0,444.5886
10.965,1.4148,-0.55572,9.7915,353.8398,0,0,443.8398
11.008,0.888,-1.93963,9.4899,353.0695,0,0,443.0695
11.051,0.4343,-0.02497,10.3434,352.3373,0,0,442.3373
11.094,0.5816,-2.57169,8.9991,351.5347,0,0,441.5347
11.137,0.3194,-0.35552,8.6483,350.7954,0,0,440.7954
11.18,0.0549,-2.04897,8.0953,350.0181,0,0,440.0181
11.223,-0.1594,-1.49853,7.2657,349.2898,0,0,439.2898
11.266,0.2667,-1.83304,8.2449,348.5807,0,0,438.5807
11.309,-0.181,1.57883,9.9196,347.9619,0,0,437.9619
11.352,0.7157,-3.17218,9.0877,347.2756,0,0,437.2756
11.395,1.2939,-1.79476,8.786,346.6412,0,0,436.6412
11.438,0.4846,-1.58015,11.3873,346.0347,0,0,436.0347
11.481,0.9455,-2.36236,12.6359,345.4433,0,0,435.4433
11.524,0.8785,-0.8954,13.1686,344.8933,0,0,434.8933
11.567,0.5361,-1.92918,10.4416,344.3329,0,0,434.3329
11.61,0.3912,-1.3563,8.5825,343.8012,0,0,433.8012
11.653,-0.1546,-2.77717,7.6284,343.2397,0,0,433.2397
11.696,-0.1091,0.79541,9.3702,342.7602,0,0,432.7602
11.739,0.1159,-1.09296,10.1842,342.2412,0,0,432.2412
11.782,0.1434,-0.61358,8.4233,341.736,0,0,431.736
11.825,0.0082,-1.73558,7.7493,341.1909,0,0,431.1909
11.868,0.4523,-1.07448,9.8586,340.6452,0,0,430.6452
11.911,0.4499,-1.46696,11.3334,340.082,0,0,430.082
11.954,0.5086,-1.55254,10.5134,340.0746,0,0,430.0746
11.997,0.2141,-0.25542,10.9695,339.5011,80.21205139,12.94603463,429.5011
12.04,-0.0732,-0.79662,12.1498,338.9372,0,0,428.9372
12.083,0.2392,-1.62492,10.3075,338.3888,0,0,428.3888
12.126,0.3254,-1.59203,8.8231,337.8706,0,0,427.8706
12.169,0.2883,-1.03235,8.5621,337.3998,0,0,427.3998
12.212,0.9156,-2.70996,8.9895,336.9474,0,0,426.9474
12.255,1.0892,2.30307,10.2692,336.5499,0,0,426.5499
12.298,-0.3019,-2.49931,9.09,336.1697,0,0,426.1697
12.341,-0.1103,-1.21011,8.8075,335.8364,0,0,425.8364
12.384,-0.1103,-1.837,8.2856,335.5268,0,0,425.5268
12.427,-0.0289,-2.31891,9.1379,335.2412,0,0,425.2412
12.47,-0.2085,3.03259,11.9691,334.9885,0,0,424.9885
12.513,0.5145,-5.55038,7.0215,334.7596,0,0,424.7596
12.556,-0.3701,-0.47278,5.4389,334.5586,0,0,424.5586
12.599,0.0321,-2.29515,10.6858,334.3774,0,0,424.3774
12.642,-0.2432,-0.02112,13.8078,334.2339,0,0,424.2339
12.685,0.001,-2.19252,11.1527,334.1094,0,0,424.1094
12.728,-0.09,-1.97395,8.0713,333.9981,0,0,423.9981
12.771,-0.643,2.00552,13.3613,333.9207,0,0,423.9207
12.814,0.4439,-5.23303,12.1989,333.8573,0,0,423.8573
12.857,-0.7652,1.2023,9.8718,333.8218,0,0,423.8218
12.9,-0.187,-3.20375,6.7389,333.7874,0,0,423.7874
12.943,-0.7771,-0.01584,5.3096,333.7714,0,0,423.7714
12.986,0.1303,0.66099,8.3395,333.7707,0,0,423.7707
13.029,0.5002,-4.21113,8.5849,333.7692,0,0,423.7692
13.072,-0.2133,-1.94095,9.5437,333.7617,0,0,423.7617
13.115,-0.2384,2.14907,12.7268,333.7557,0,0,423.7557
13.158,1.24,-5.70306,13.171,333.7386,0,0,423.7386
13.201,-0.023,-1.93567,14.3118,333.7007,0,0,423.7007
13.244,-0.4467,-2.22277,17.0472,333.6612,0,0,423.6612
13.287,-2.1861,0.58069,12.4683,333.6341,0,0,423.6341
13.33,-0.8466,-0.33583,7.8056,333.625,0,0,423.625
13.373,0.2859,-0.02497,5.6436,333.6504,0,0,423.6504
13.416,0.7552,0.02761,5.227,333.6985,0,0,423.6985
13.459,0.8007,-1.69477,5.7142,333.739,0,0,423.739
13.502,0.5014,-0.93885,5.6556,333.7739,0,0,423.7739
13.545,0.5948,-0.05665,7.8582,333.8293,0,0,423.8293
13.588,0.8306,-1.43528,9.2828,333.8779,0,0,423.8779
13.631,0.4559,-2.38733,9.3103,333.9164,0,0,423.9164
13.674,0.5289,-2.73504,11.7859,333.9569,0,0,423.9569
13.717,0.0537,-2.33343,12.5676,334.011,0,0,424.011
13.76,0.4391,-2.0779,13.6714,334.0825,0,0,424.0825
13.803,0.3625,-2.59545,12.6574,334.1586,0,0,424.1586
13.846,-0.4755,-1.75923,9.6946,334.2424,0,0,424.2424
13.889,0.0477,-0.8888,8.3873,334.3305,0,0,424.3305
13.932,0.2141,-4.42453,8.2377,334.409,0,0,424.409
13.975,-0.2624,-0.40293,9.533,334.4869,0,0,424.4869
14.018,-0.1427,-1.3827,11.404,334.5453,80.212027,12.94609662,424.5453
14.061,0.4439,-2.04765,8.7213,334.5836,0,0,424.5836
14.104,-0.066,-2.26226,6.6408,334.5758,0,0,424.5758
14.147,-0.2815,0.06061,8.1551,334.5547,0,0,424.5547
14.19,0.6378,-2.76529,10.4296,334.4933,0,0,424.4933
14.233,0.0908,-1.463,9.0529,334.3954,0,0,424.3954
14.276,0.0525,-1.52878,10.2405,334.2885,0,0,424.2885
14.319,0.1674,-2.33079,12.3605,334.1606,0,0,424.1606
14.362,0.2332,-1.50249,12.2624,334.0195,0,0,424.0195
14.405,-0.1403,-1.69477,11.0557,333.8671,0,0,423.8671
14.448,-0.8968,-0.1672,11.3993,333.7304,0,0,423.7304
14.491,-0.5521,1.84481,13.5073,333.5972,0,0,423.5972
14.534,0.1961,-5.16186,8.6124,333.4603,0,0,423.4603
14.577,-1.1973,-1.29316,7.4488,333.3228,0,0,423.3228
14.62,-0.8202,-0.89672,11.5788,333.1945,0,0,423.1945
14.663,0.2655,-0.5346,13.4176,333.0684,0,0,423.0684
14.706,0.2871,-4.24149,5.9465,332.9296,0,0,422.9296
14.749,-1.5756,0.6215,4.389,332.7714,0,0,422.7714
14.792,-0.7843,-0.0803,7.3159,332.5865,0,0,422.5865
14.835,-0.0218,-3.14193,8.2784,332.4247,0,0,422.4247
14.878,-0.3498,-1.33265,8.3694,332.2113,0,0,422.2113
14.921,-0.5114,-2.05689,9.1834,331.977,0,0,421.977
14.964,-0.1331,-3.44608,9.5366,331.7317,0,0,421.7317
15.007,-0.175,-2.06481,10.5936,331.7318,0,0,421.7318
15.05,-0.3486,-1.76055,11.4699,331.4298,0,0,421.4298
15.093,-0.1965,-3.32629,10.942,331.1423,0,0,421.1423
15.136,-0.7831,0.49907,12.1462,330.8371,0,0,420.8371
15.179,0.0213,-1.8975,13.0656,330.5895,0,0,420.5895
15.222,-0.0349,-2.79818,9.691,330.3729,0,0,420.3729
15.265,-0.0876,-1.06535,7.5566,330.1644,0,0,420.1644
15.308,0.2081,-1.39843,8.2269,329.9897,0,0,419.9897
15.351,0.5205,-4.04261,7.5206,329.8403,0,0,419.8403
15.394,-0.4934,0.01584,8.2221,329.7002,0,0,419.7002
15.437,-0.7699,-1.62624,11.3179,329.6084,0,0,419.6084
15.48,-0.6395,-1.78563,10.3626,329.5448,0,0,419.5448
15.523,0.2715,-0.89408,9.5294,329.4843,0,0,419.4843
15.566,-0.3976,-1.20615,11.6099,329.4278,0,0,419.4278
15.609,-0.5581,-1.54198,11.8458,329.3824,0,0,419.3824
15.652,-0.5784,-1.38138,10.2225,329.3378,0,0,419.3378
15.695,-0.6478,-0.76901,10.092,329.2859,0,0,419.2859
15.738,-0.4982,-0.72952,9.5892,329.2323,0,0,419.2323
15.781,0.4116,-3.91754,8.0569,329.1841,0,0,419.1841
15.824,0.0992,1.46036,8.2533,329.1105,0,0,419.1105
15.867,-0.0265,-3.12345,9.8921,329.0256,0,0,419.0256
15.91,0.1829,-1.22991,8.3885,328.8755,0,0,418.8755
15.953,0.0632,-2.18856,9.0745,328.6903,0,0,418.6903
15.996,-0.1822,-0.51095,12.728,328.4714,80.2119919,12.94614161,418.4714
16.039,-0.4132,1.29833,13.0513,328.2097,0,0,418.2097
16.082,0.1123,-4.28758,8.2988,327.9439,0,0,417.9439
16.125,-0.3234,-1.49721,5.4161,327.6671,0,0,417.6671
16.168,-0.1594,-1.43924,8.6663,327.3788,0,0,417.3788
16.211,0.2416,-1.56178,11.3921,327.0732,0,0,417.0732
16.254,-0.4623,-2.36104,10.1291,326.7701,0,0,416.7701
16.297,-0.2432,-1.04027,8.7022,326.4581,0,0,416.4581
16.34,0.3685,-1.4366,8.4544,326.1527,0,0,416.1527
16.383,0.3841,-1.93039,8.6196,325.8568,0,0,415.8568
16.426,0.3984,-2.0713,8.4628,325.557,0,0,415.557
16.469,0.2608,-1.42747,10.4464,325.2476,0,0,415.2476
16.512,0.3685,-2.1846,11.7309,324.9374,0,0,414.9374
16.555,-0.0062,-0.85327,12.1726,324.6325,0,0,414.6325
16.598,-0.6347,-0.25938,12.8142,324.3308,0,0,414.3308
16.641,-0.2456,-1.97131,10.0022,324.0425,0,0,414.0425
16.684,-0.1546,-1.09824,8.1791,323.7483,0,0,413.7483
16.727,0.1614,-1.56959,8.7549,323.7515,0,0,413.7515
16.77,-0.023,-1.14301,9.9292,323.4405,0,0,413.4405
16.813,-0.0936,1.50249,13.2787,323.1222,0,0,413.1222
16.856,0.0537,-2.24389,10.8498,322.8176,0,0,412.8176
16.899,0.0632,-0.90332,7.8594,322.4971,0,0,412.4971
16.942,0.0177,0.03949,8.2676,322.1807,0,0,412.1807
16.985,0.2368,-2.9799,9.4947,321.8661,0,0,411.8661
17.028,0.2344,0.48587,9.454,321.5318,0,0,411.5318
17.071,0.408,0.56628,9.6371,321.2005,0,0,411.2005
17.114,0.5098,0.4411,9.2337,320.8866,0,0,410.8866
17.157,0.7073,1.18514,8.7752,320.5876,0,0,410.5876
17.2,0.1363,1.80664,9.8227,320.3115,0,0,410.3115
17.243,0.1985,1.07844,11.173,320.062,0,0,410.062
17.286,0.3637,0.76241,11.24,319.8588,0,0,409.8588
17.329,0.0285,-0.28974,9.7185,319.6794,0,0,409.6794
17.372,-0.588,2.31231,10.4188,319.551,0,0,409.551
17.415,-0.3258,0.24497,10.7744,319.4643,0,0,409.4643
17.458,-0.3821,-1.47873,9.4324,319.4184,0,0,409.4184
17.501,-0.5114,1.44056,10.1782,319.3944,0,0,409.3944
17.544,0.2667,-2.59149,9.6706,319.4027,0,0,409.4027
17.587,0.3733,-1.34178,8.6711,319.421,0,0,409.421
17.63,-0.3941,0.48851,9.867,319.4402,0,0,409.4402
