time,ax,ay,az,yaw,acc,velo,dist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.474,0.2461,1.84602,9.0762,-0.1003,-0.4068,9.2282,193.0613,1.69355602475004,-8.4547835772775,18145.3069240417,,,,,,,,,,,,,39.4739999999998,-0.1882,0.84018,8.2018,0.4252,0.9698,8.1751,187.2384,-0.225847659683744,126.587114483693,51042.7326077384,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.517,0.3478,2.47148,9.561,-0.0775,-0.8475,9.7954,193.0121,1.84914081980003,-7.748933058708,18137.557990983,,,,,,,,,,,,,39.5169999999998,1.0125,-1.48533,7.5781,-0.4864,-1.2023,7.6584,187.1197,-0.477744127746995,127.010643153235,51169.7432508916,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.56,0.2485,-0.14894,9.7944,-0.4823,1.399,9.6909,192.9991,1.44952465584003,-7.44269870409851,18130.1152922789,,,,,,,,,,,,,39.5599999999998,2.0432,-0.39765,9.0458,-1.4544,-0.2732,9.1664,187.034,-0.461725302197596,127.450190648326,51297.19344154,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.603,0.3574,3.55124,8.6416,0.18,-1.8879,9.0393,193.0296,1.86986772467202,-6.71612128065703,18123.3991709982,,,,,,,,,,,,,39.6029999999998,0.2584,1.86593,11.6842,0.2089,1.9367,11.6534,187.0201,0.003805758241923,128.355269203858,51425.5487107438,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.646,0.2688,1.06249,8.9002,-0.2309,0.3239,8.952,193.1248,1.70839217973762,-6.15101940214995,18117.2481515961,,,,,,,,,,,,,39.6459999999998,-1.748,0.02365,12.1905,2.2707,0.4979,12.0998,187.0171,0.007774606593538,129.26431660774,51554.8130273516,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.689,0.349,2.57158,9.47,-0.0068,-0.8662,9.7267,193.2655,1.88102974379009,-5.4132799595904,18111.8348716365,,,,,,,,,,,,,39.6889999999998,-1.3888,-0.49115,11.3526,1.7971,-0.0252,11.3095,187.024,-0.092010314725169,130.073579090305,51684.8866064419,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.732,0.1802,-0.93511,9.5191,-0.5405,2.0876,9.3169,193.444,1.31780179503208,-5.23876846578886,18106.5961031707,,,,,,,,,,,,,39.7319999999998,0.1458,-0.32791,8.6974,0.1527,-0.1132,8.7059,187.0782,-0.139190251780135,130.835661635814,51815.7222680777,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.775,0.2257,8.31149,5.0743,1.4724,-6.6217,6.0752,193.6555,2.71653943602566,-3.66551933099374,18102.9305838397,,,,,,,,,,,,,39.7749999999998,1.052,0.51887,8.3694,-0.7949,0.4929,8.4006,187.1791,-0.007578201424108,131.729356231679,51947.4516243093,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.818,-0.3429,0.9427,8.9373,0.3456,0.4573,8.9709,193.9187,2.36177154882053,-2.44703808340375,18100.4835457563,,,,,,,,,,,,,39.8179999999998,0.5325,0.35816,9.4983,-0.2037,0.4034,9.5126,187.2873,0.065569438860713,132.696198467829,52080.1478227772,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.861,-0.3573,-0.49137,17.967,-0.1545,2.7087,17.779,194.231,1.79114323905642,-1.79918514557787,18098.6843606107,,,,,,,,,,,,,39.8609999999998,0.0752,1.18118,10.28,0.1712,1.1312,10.2777,187.4006,0.288691551088571,133.886162816207,52214.0339855934,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.904,0.5932,2.24631,16.5928,-0.408,-0.0795,16.7314,194.5745,1.88217659124514,-1.06029885556327,18097.6240617551,,,,,,,,,,,,,39.9039999999998,0.1973,0.84271,10.6235,0.0969,0.7557,10.6308,187.4946,0.399495240870857,135.186930854367,52349.2209164477,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.947,-0.1669,1.4575,9.2282,0.2788,-0.0848,9.3243,194.916,1.79724127299611,-0.406347883797694,18097.2177138713,,,,,,,,,,,,,39.9469999999998,-0.7568,0.08162,10.6032,1.0524,0.1817,10.5818,187.5473,0.335920192696685,136.424123844353,52485.6450402921,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99,0.4568,1.40613,7.5475,-0.2726,-0.3807,7.658,195.2801,1.71901901839689,0.169380833368656,18097.3870947047,,,,,,,,,,,,,39.9899999999998,-0.351,-0.75713,10.4188,0.6914,-0.5833,10.4133,187.553,0.117310154157348,137.442706795799,52623.0877470879,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.033,0.1647,2.486,8.753,0.2314,-1.0108,8.9861,195.6577,1.87241521471751,0.898505746855629,18098.2856004516,,,,,,,,,,,,,40.0329999999998,-0.3115,-0.47663,10.2261,0.5698,-0.3128,10.2243,187.5312,-0.001477876674121,138.342501716414,52761.4302488043,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.076,0.0306,1.24685,7.9413,0.0726,-0.0091,8.0254,196.0472,1.74730217177401,1.5025176173991,18099.788118069,,,,,,,,,,,,,40.0759999999998,-0.2779,-0.17116,10.6032,0.4729,-0.0375,10.6025,187.501,-0.035414301339297,139.208360212364,52900.6386090167,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.119,0.094,2.95075,7.7498,0.4238,-1.4181,8.0706,196.4114,1.98799173741921,2.34721905358777,18102.1353371226,,,,,,,,,,,,,40.1189999999998,-0.9435,-0.50963,10.5733,1.0909,-0.2406,10.5716,187.4523,-0.130257441071438,139.979375568582,53040.6179845853,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.162,-0.325,-0.65065,10.4756,-0.1799,2.0539,10.298,196.7793,1.46026338993537,2.66419214229259,18104.7995292648,,,,,,,,,,,,,40.1619999999998,-0.6957,-1.29052,8.8099,0.8542,-0.9247,8.8298,187.3951,-0.36230995285715,140.518338413014,53181.1363229983,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.205,-0.0317,2.96131,9.0917,0.4969,-1.2338,9.3927,197.1157,1.76047271194829,3.28137455301035,18108.0809038179,,,,,,,,,,,,,40.2049999999998,0.4547,-0.28842,8.349,-0.379,-0.1641,8.3594,187.3374,-0.34753196228572,141.072079248018,53322.2084022463,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.248,0.0186,0.41063,8.3352,-0.1931,0.7754,8.3093,197.4253,1.49050416955863,3.62858842133844,18111.7094922392,,,,,,,,,,,,,40.2479999999998,0.6498,1.18118,8.1814,-0.6925,1.0552,8.1844,187.2853,-0.041789569828576,141.931562475479,53464.1399647218,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.291,-0.0999,0.51601,11.7649,-0.1624,1.1027,11.7275,197.6979,1.29560533564691,3.78090345575481,18115.4903956949,,,,,,,,,,,,,40.2909999999998,1.1131,0.4543,8.4759,-0.9902,0.3193,8.4993,187.2481,0.057428344137139,142.890263616905,53607.0302283387,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.334,-0.1849,0.96107,12.1731,0.0214,0.7422,12.1891,197.9453,1.22869826851753,3.8663114230418,18119.356707118,,,,,,,,,,,,,40.3339999999998,1.1203,0.60841,9.351,-0.9263,0.4309,9.3832,187.2153,0.167624675309711,143.959161089504,53750.9893894282,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.377,-0.076,0.01034,10.8575,-0.2865,1.2649,10.7853,198.1622,0.985026614814021,3.70804773662528,18123.0647548546,,,,,,,,,,,,,40.3769999999998,0.4774,1.96999,10.1208,-0.389,1.6193,10.1583,187.2026,0.528097740247769,145.388531627041,53896.3779210552,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.42,-0.0233,-0.54791,10.6144,-0.458,1.5784,10.5035,198.3553,0.678439291851217,3.24319672724596,18126.3079515819,,,,,,,,,,,,,40.4199999999998,-0.0852,-0.69795,10.11,0.4413,-0.6672,10.1035,187.183,0.282888192198215,146.572692616529,54042.9506136718,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.463,0.1084,1.30086,8.9002,-0.0024,-0.21,8.981,198.5307,0.802923433480974,2.90282985949639,18129.2107814414,,,,,,,,,,,,,40.4629999999998,-0.2205,-1.17062,9.9759,0.581,-0.9989,9.973,187.1597,-0.007813446241428,147.466151967576,54190.4167656393,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.506,0.0174,-1.37885,8.9996,-0.6488,1.9777,8.8493,198.6995,0.366568746784779,2.12610830505063,18131.3368897464,,,,,,,,,,,,,40.5059999999998,-0.7221,0.82302,10.0669,0.796,0.8004,10.0622,187.1722,0.158353243006858,148.525778007873,54338.9425436472,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.549,0.1611,1.41273,8.413,0.0409,-0.4787,8.5025,198.8673,0.575800997427823,1.55861900124792,18132.8955087477,,,,,,,,,,,,,40.5489999999998,-0.837,0.19888,9.4851,0.9002,0.2386,9.4826,187.2229,0.166458594405486,149.593509399567,54488.5360530468,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.592,0.2532,0.64636,8.3232,-0.2503,0.1296,8.3471,199.043,0.589912797942259,1.00524149795964,18133.9007502456,,,,,,,,,,,,,40.5919999999998,0.5756,-2.02917,7.8702,-0.247,-1.8075,7.8998,187.299,-0.272667124475611,150.222115072381,54638.7581681192,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.635,-0.222,-0.35706,10.1835,-0.137,1.2224,10.1216,199.2343,0.400518238353807,0.262469435082904,18134.1632196807,,,,,,,,,,,,,40.6349999999998,2.7711,1.81984,9.9544,-2.8498,1.4054,9.9752,187.4013,0.145834300419511,151.26922217009,54790.0273902892,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.678,-0.3549,-0.3531,11.1843,-0.0355,1.2532,11.1295,199.423,0.249794590683045,-0.631026275464589,18133.5321934052,,,,,,,,,,,,,40.6779999999998,0.6857,1.75923,11.6447,-0.6954,1.5212,11.6602,187.5246,0.468513440335609,152.639008407715,54942.666398697,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.721,-0.2232,2.24235,7.5702,0.6644,-1.187,7.7279,199.6364,0.648305672546436,-1.12601090414869,18132.4061825011,,,,,,,,,,,,,40.7209999999998,-1.8868,-0.43065,12.9064,1.9959,-0.0994,12.9018,187.6604,0.288680752268487,153.828961957272,55096.4953606542,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.764,-0.1059,1.1165,8.0347,0.1847,-0.21,8.0983,199.8625,0.741944538037149,-1.52735666734208,18130.8788258337,,,,,,,,,,,,,40.7639999999998,-1.244,-0.56749,11.689,1.2721,-0.2861,11.6995,187.7935,0.11744660181479,154.847681356376,55251.3430420106,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.807,-0.1083,1.27974,10.9484,0.1345,-0.0872,11.0148,200.099,0.849503630429719,-1.8211433381429,18129.0576824956,,,,,,,,,,,,,40.8069999999998,0.3936,1.92522,11.9966,-0.615,1.6175,12.0118,187.9023,0.479001281451832,156.227955435117,55407.5709974457,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.85,-0.3022,0.94138,11.8451,0.1667,0.3219,11.88,200.3433,0.867878904343776,-2.09655473502966,18126.9611277606,,,,,,,,,,,,,40.8499999999998,-0.8035,-0.51755,10.3135,0.8117,-0.3779,10.3217,187.9864,0.279691025161465,157.408919257568,55564.9799167033,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.893,-0.3621,0.18282,12.4101,-0.0386,0.9608,12.3853,200.5825,0.730867123475021,-2.50897791278518,18124.4521498478,,,,,,,,,,,,,40.8929999999998,-0.3929,2.62174,10.2153,0.0117,2.2271,10.2631,187.9925,0.748100820129172,159.058292874987,55724.0382095783,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.936,0.0761,2.80863,9.2689,0.4681,-1.5521,9.4813,200.8304,1.14641969878002,-2.50584851523571,18121.9463013325,,,,,,,,,,,,,40.9359999999998,-2.4052,-0.09218,10.0968,2.1921,0.058,10.1503,187.9482,0.580044656103338,160.539610328379,55884.5778199067,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.979,0.2473,0.52921,8.7051,-0.3764,0.2433,8.7146,201.064,1.02297775902401,-2.62616105744223,18119.3201402751,,,,,,,,,,,,,40.9789999999998,-1.6091,-2.37688,9.2828,1.6995,-2.0971,9.2858,187.8081,-0.01134027511733,161.429542850551,56046.0073627572,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.022,0.009,2.54254,11.0095,0.3925,-1.0841,11.1957,201.2895,1.32689020721921,-2.44256115145356,18116.8775791237,,,,,,,,,,,,,41.0219999999998,-0.4192,-0.23705,7.7481,0.2621,-0.2837,7.7566,187.5649,-0.056482220093864,162.274333427747,56208.281696185,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.065,-0.1035,1.62349,10.0542,0.2169,-0.3337,10.1596,201.4988,1.38621016577537,-2.19964128690873,18114.6779378367,,,,,,,,,,,,,41.0649999999998,-0.1546,-0.21857,7.6775,-0.0036,-0.2812,7.6802,187.2896,-0.088899776075091,163.086706448961,56371.3684026339,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.108,-0.2136,-0.55979,12.0282,-0.4585,1.6136,11.9293,201.6915,0.997010132620295,-2.34592145551897,18112.3320163812,,,,,,,,,,,,,41.1079999999998,-0.7568,-1.60787,8.3766,0.6762,-1.3721,8.4027,186.9317,-0.392693820860073,163.59528542539,56534.9636880593,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.151,0.0521,2.99167,8.6967,0.5745,-1.642,8.9489,201.8752,1.39594210609624,-2.09326965065328,18110.2387467306,,,,,,,,,,,,,41.1509999999998,-0.4934,0.03553,8.7369,0.2054,0.071,8.7524,186.4686,-0.307049056688058,164.189509165991,56699.1531972253,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.194,0.4292,1.41009,7.7378,-0.2454,-0.5155,7.838,202.0298,1.39877168487699,-1.83778826700683,18108.4009584636,,,,,,,,,,,,,41.1939999999998,0.2667,1.73162,8.8494,-0.6665,1.4166,8.8593,185.9425,0.100684754649553,165.19146671793,56864.3446639432,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.237,0.1503,0.62271,9.956,-0.3219,0.4498,9.9628,202.1571,1.24355934790159,-1.73751922033578,18106.6634392432,,,,,,,,,,,,,41.2369999999998,1.0185,-0.29491,8.9979,-1.1481,-0.4521,8.9793,185.4524,0.021565803719643,166.114305318939,57030.4589692622,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.28,0.021,0.7689,10.0087,-0.1438,0.354,10.0307,202.2724,1.14862747832127,-1.73218204324504,18104.9312572,,,,,,,,,,,,,41.2799999999998,0.7851,-0.11583,9.2768,-0.8726,-0.2429,9.2709,184.954,-0.005913357024286,167.009664759204,57197.4686340214,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.323,-0.0293,2.98639,6.4868,0.8021,-1.8322,6.7448,202.3696,1.51617998265702,-1.35929236181856,18103.5719648382,,,,,,,,,,,,,41.3229999999998,0.8294,1.06667,12.4575,-0.9568,0.75,12.4696,184.4812,0.208603314380571,168.119540870874,57365.5881748922,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.366,0.0174,0.10252,8.4333,-0.2895,0.7015,8.4038,202.4486,1.23344798612562,-1.26913467692349,18102.3028301612,,,,,,,,,,,,,41.3659999999998,-0.7723,-1.21803,12.0026,0.7426,-1.1094,12.0101,184.0814,-0.076723348495543,168.944090319667,57534.5322652119,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.409,-0.0448,1.47202,11.3219,0.1266,-0.1391,11.4048,202.514,1.28116238890049,-1.13126258925353,18101.171567572,,,,,,,,,,,,,41.4089999999998,0.8701,-0.39105,11.7704,-0.8851,-0.4367,11.7722,183.7595,-0.139588678796434,169.70577443816,57704.2380396501,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.452,0.2341,1.7644,9.6699,0.0297,-0.6003,9.7911,202.5711,1.37780991112039,-0.896742979363678,18100.2748245926,,,,,,,,,,,,,41.4519999999997,0.2775,0,10.8797,-0.2915,-0.0337,10.8846,183.4891,-0.111670943037147,170.495376292412,57874.7334159425,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.495,0.3239,-0.97064,9.9644,-0.9466,1.5599,9.8458,202.6213,0.908119928896315,-1.1319133516979,18099.1429112409,,,,,,,,,,,,,41.4949999999997,-1.1758,-1.07052,10.7672,1.1343,-0.8578,10.7867,183.3229,-0.303440754429718,171.093208335272,58045.8266242778,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.538,0.1826,2.9073,8.0826,0.5558,-1.6662,8.3264,202.6683,1.30795594311705,-0.967247709811389,18098.1756635311,,,,,,,,,,,,,41.5379999999997,-1.0405,-1.39711,9.3199,0.9527,-1.0852,9.3571,183.258,-0.522174603543774,171.472306529017,58217.2989308068,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.581,0.2233,-0.33726,7.5439,-0.5547,0.9008,7.4827,202.7254,0.978912754493642,-1.13162525654829,18097.0440382746,,,,,,,,,,,,,41.5809999999997,-0.5533,0.42141,8.2186,0.3611,0.4863,8.2278,183.2607,-0.33345768283502,172.040121643472,58389.3390524502,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.624,0.1623,1.95657,9.2007,0.2313,-0.7774,9.3418,202.245,1.17444420359491,-1.10047135418391,18095.9435669204,,,,,,,,,,,,,41.6239999999997,0.8318,-1.37346,6.4887,-0.8358,-1.1509,6.5094,183.3238,-0.541458146268016,172.399936294493,58561.7389887447,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.667,-0.38,-1.74361,11.3339,-0.568,2.5503,11.154,202.3628,0.590833362875931,-1.65292829253852,18094.2906386278,,,,,,,,,,,,,41.6669999999997,1.7164,1.13773,8.8506,-1.7508,1.0478,8.8466,183.4101,-0.205620517014413,173.095588574768,58734.8345773195,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.71,-0.4602,0.73062,11.7936,0.3223,0.5122,11.8115,202.5003,0.618790690300745,-2.17742790346831,18092.1132107244,,,,,,,,,,,,,41.7099999999997,-0.3162,0.71764,10.4128,0.2896,0.7502,10.4121,183.5207,-0.02096841361153,173.975892958446,58908.810470278,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.753,-0.5309,-3.28295,13.108,-1.0559,4.0015,12.808,202.6567,-0.161557447759404,-3.48227565245826,18088.6309350719,,,,,,,,,,,,,41.7529999999997,-1.1422,0.29502,11.3418,1.0635,0.3962,11.3512,183.6348,0.042229269110776,174.919395024846,59083.7298653028,,,,,,,,,,,,,
