time,ax,ay,az,yaw,acc,velo,dist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.31,0.5236,3.4258455,10.4909,9.4112,1.93018166179883,115.549536261773,11972.96155176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31,0.4529,-0.99456,8.4235,-0.2143,0.5404,8.4729,188.9674,-0.066320380995895,-20.9784673590177,-373.872134287964,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31,0.6303,1.22573,10.223,-0.9033,0.2983,10.2638,228.6176,1.21610386364807,33.9305203875724,750.463062030321,,,,,,,,,,,,,7.31,0.4296,-0.02112,7.5278,-0.4589,-0.3641,7.521,270.016,-0.555806030568759,23.7021855948702,619.264398853184,,,,,,,,,,,,,
7.353,-0.373,1.0726485,10.9517,9.5483,1.75867502943907,116.058570863779,12089.0201226238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.353,0.745,-1.065015,9.4877,-0.4311,0.4816,9.5536,189.0146,-0.266059304796716,-21.3245845123889,-395.196718800353,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.353,0.2473,-0.64537,10.3212,-1.79,1.5821,10.0661,228.6041,0.843809090918452,33.6310391772604,784.094101207581,,,,,,,,,,,,,7.353,0.5133,1.30493,10.3901,-1.7149,-0.4,10.3262,270.2091,-0.183658824455007,24.4197995677045,643.684198420889,,,,,,,,,,,,,
7.396,-0.0701,2.1082215,11.5204,9.6556,1.82858432355125,116.637514759897,12205.6576373837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.396,0.059,1.277955,9.5476,0.5554,-1.5043,9.4952,189.0211,0.042743556162627,-21.3618988048007,-416.558617605153,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.396,0.1862,2.63208,10.1392,0.4475,-0.3029,10.4104,228.5732,1.20146327273476,33.6892121487646,817.783313356346,,,,,,,,,,,,,7.396,0.6295,0.71236,11.0353,-1.1237,-0.4733,11.0103,270.3863,-0.004455059564006,25.3166173054297,669.000815726318,,,,,,,,,,,,,
7.439,-0.1982,1.844073,11.0104,9.7508,1.831682058841,117.219556391305,12322.877193775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.439,0.1177,-0.57225,10.856,0.2628,0.1718,10.8711,189.0544,-0.080255155069898,-21.5222118084451,-438.080829413599,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.439,0.3418,1.40492,8.5806,-0.2766,0.0835,8.6812,228.5352,1.24215461818781,33.7880764657219,851.571389822068,,,,,,,,,,,,,7.439,-0.5808,-1.67233,10.0034,1.0021,0.6929,10.0664,270.5534,-0.338030047651205,25.8798600550678,694.880675781386,,,,,,,,,,,,,
7.482,0.2195,4.0825785,8.5779,9.7999,2.2818613470728,118.251777310945,12441.128971086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.482,0.3906,1.195005,9.9199,0.2012,-1.399,9.897,189.0575,0.174796875944081,-21.4274727810755,-459.508302194674,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.482,0.2963,1.16919,9.4209,-0.4674,0.346,9.4721,228.4932,1.22756169455025,33.8723478590416,885.443737681109,,,,,,,,,,,,,7.482,-0.4515,-1.09824,10.195,0.4374,0.5226,10.236,270.7387,-0.490072038120964,26.2910608142361,721.171736595622,,,,,,,,,,,,,
7.525,-0.0498,1.6325925,8.6485,9.8674,2.15200757765824,119.15414446117,12560.2831155471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.525,0.4325,1.51935,8.73,0.1486,-1.5675,8.7229,189.0533,0.443707500755265,-21.0638231288948,-480.572125323569,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.525,0.2987,1.9448,11.9109,-0.2087,0.2036,12.0474,228.4326,1.3710093556402,34.1000669134512,919.543804594561,,,,,,,,,,,,,7.525,-0.2552,-1.24047,11.2712,0.4755,0.3126,11.3215,270.9293,-0.640151630496771,26.5521819810286,747.723918576651,,,,,,,,,,,,,
7.568,0.3153,1.1638935,11.1241,9.9141,1.95438476212659,119.858888795864,12680.142004343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.568,0.5139,-0.91413,10.3891,-0.213,0.6461,10.4211,189.089,0.172140000604212,-20.971740976865,-501.543866300434,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.568,0.2712,-0.47025,11.3183,-1.6291,1.4679,11.121,228.3698,1.00275748451216,33.9595340967328,953.503338691294,,,,,,,,,,,,,7.568,-0.3162,-1.54198,8.3897,0.8459,0.3456,8.4669,271.1174,-0.820517304397417,26.6329374739204,774.356856050571,,,,,,,,,,,,,
7.611,0.4566,3.8213175,9.1764,9.9094,2.32777130970127,120.937019678132,12801.0790240211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.611,0.4637,0.8946,10.3293,0.0983,-0.9739,10.3335,189.0948,0.31663200048337,-20.7351668249562,-522.27903312539,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.611,0.1539,1.82358,9.142,0.1958,-0.0682,9.2946,228.2748,1.16692198760973,33.983165783112,987.486504474406,,,,,,,,,,,,,7.611,-0.9663,2.10826,9.5713,-2.5611,0.9194,9.4288,271.3188,-0.234761843517933,27.2994484276917,801.656304478263,,,,,,,,,,,,,
7.654,0.1956,2.12751,7.9027,9.9208,2.28771904776102,121.97509829846,12923.0541223196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.654,0.5894,-0.12852,10.0659,-0.1772,-0.0266,10.0872,189.1137,0.227601600386696,-20.587623073144,-542.866656198534,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.654,0.4376,0.87417,8.9517,-0.5693,0.2434,8.9806,228.1634,1.10837159008778,33.9482470719693,1021.43475154637,,,,,,,,,,,,,7.654,-0.0074,0.19096,9.7353,-0.7528,-0.003,9.7124,271.5309,-0.149617474814347,28.0511037501666,829.707408228429,,,,,,,,,,,,,
7.697,0.283,2.647491,9.5799,9.9153,2.35967343820882,123.085131309236,13046.1392536288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.697,0.5056,0.849345,8.2296,-0.0234,-0.8575,8.2442,189.1127,0.351950280309357,-20.3157306414091,-563.182386839943,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.697,0.2868,2.14357,8.8918,0.3612,-0.3807,9.0966,228.0323,1.31541127207023,34.120368042809,1055.55511958918,,,,,,,,,,,,,7.697,0.5265,1.42219,8.9871,-1.6865,-0.5346,8.9256,271.7589,0.164744020148523,29.1171205676044,858.824528796034,,,,,,,,,,,,,
7.74,0.5775,2.239545,10.4992,9.9049,2.33564775056705,124.17113863237,13170.3103922612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,0.4708,1.78584,7.0672,0.096,-1.617,7.1053,189.092,0.638728224247485,-19.7570602657361,-582.939447105679,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,0.0821,0.12364,10.7509,-0.9657,1.1278,10.6541,227.8963,1.07705701765618,34.0541347592346,1089.60925434842,,,,,,,,,,,,,7.74,-0.4467,2.96153,10.1052,-3.1697,0.3858,9.9734,271.9956,0.724101216118818,30.7424945810125,889.567023377046,,,,,,,,,,,,,
7.783,0.0424,2.2976415,9.4997,9.8866,2.32804650045364,125.249544705391,13295.5599369666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.783,0.7366,2.399145,8.6533,-0.0062,-2.0557,8.746,189.0743,0.990811579397988,-18.8463065349126,-601.785753640592,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.783,0.2293,1.22705,9.2019,-0.17,0.162,9.2736,227.738,1.10705561412494,34.017900072129,1123.62715442055,,,,,,,,,,,,,7.783,-0.3186,2.32815,9.606,-2.5683,0.2657,9.5016,272.2269,1.04491097289505,32.6886783511968,922.255701728243,,,,,,,,,,,,,
7.826,-0.063,1.2260325,8.4881,9.8792,2.10764370036291,126.107547978321,13421.6674849449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.826,0.3763,1.9467,10.5029,0.3347,-1.4029,10.5791,189.0773,1.18198926351839,-17.7443751199687,-619.53012876056,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.826,0.1539,-0.31097,7.1895,-0.8951,0.85,7.0936,227.5792,0.823450491299956,33.6980602621985,1157.32521468275,,,,,,,,,,,,,7.826,-0.5018,2.04897,8.6735,-2.2797,0.447,8.5807,272.4701,1.24572277831604,34.8356739268021,957.091375655045,,,,,,,,,,,,,
7.869,0.5571,3.949869,8.4474,9.8416,2.47608876029033,127.333996311178,13549.0014812561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.869,0.1716,1.381065,11.2379,0.4474,-0.7491,11.2877,189.0978,1.22180441081471,-16.6026285577285,-636.132757318289,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.869,0.0174,1.43253,7.9533,0.279,-0.0226,8.0583,227.4119,0.945266393039965,33.5000363540079,1190.82525103675,,,,,,,,,,,,,7.869,-0.4,1.28392,9.2193,-1.4962,0.3449,9.1785,272.7239,1.25336222265284,36.9903089467442,994.081684601789,,,,,,,,,,,,,
7.912,0.1501,1.098867,9.4278,9.8506,2.20064440823227,128.285000291978,13677.2864815481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.912,0.1045,1.382325,11.421,0.4849,-0.6783,11.4724,189.1251,1.25390852865177,-15.4287778776512,-651.56153519594,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.912,0.4915,0.57398,8.7601,-0.6309,0.2214,8.7682,227.2466,0.871009114431972,33.2277551672093,1224.05300620396,,,,,,,,,,,,,7.912,0.1195,0.66099,9.4097,-0.8483,-0.1392,9.3949,272.9826,1.13488777812227,39.0264695221557,1033.10815412395,,,,,,,,,,,,,
7.955,0.1106,3.001383,10.5914,9.8472,2.36079212658581,129.396151991131,13806.6826335392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.955,0.0495,0.12033,12.0794,0.3412,0.5123,12.0703,189.1714,1.02719282292142,-14.4816429033043,-666.043178099244,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.955,0.3706,1.14279,10.5893,-0.2876,0.1482,10.6469,227.078,0.925365291545577,33.0098301575244,1257.06283636149,,,,,,,,,,,,,7.955,-0.6742,1.3695,10.1567,-1.4483,0.5734,10.1409,273.2301,1.18181022249781,41.1095525419428,1074.21770666589,,,,,,,,,,,,,
7.998,0.0663,3.092628,10.5782,9.8602,2.50715930126865,130.653670864966,13937.3363044042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998,0.3882,0.866985,9.6876,0.0445,-0.3413,9.7291,189.2104,0.995151258337133,-13.5665494935417,-679.609727592786,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998,0.2173,1.8447,10.5426,0.2665,-0.1617,10.678,226.918,1.10923223323646,32.9757720895303,1290.03860845102,,,,,,,,,,,,,7.998,-1.1135,0.67419,10.4907,-0.7919,0.9697,10.4981,273.4731,1.08028617799825,43.0911115172303,1117.30881818312,,,,,,,,,,,,,
8.041,-0.0881,1.9146435,12.2674,9.8911,2.38865614101492,131.792686578548,14069.1289909827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.041,0.0267,-1.028475,7.9243,0.0507,1.3042,7.8811,189.2877,0.590426006669706,-13.0561813354465,-692.665908928233,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.041,0.2078,2.51361,9.1743,0.7618,-0.6605,9.4075,226.9057,1.39010778658917,33.2225895748889,1323.26119802591,,,,,,,,,,,,,8.041,-0.1295,-0.3608,10.3781,0.197,0.0419,10.3872,273.7143,0.792068942398601,44.7844532569182,1162.09327144004,,,,,,,,,,,,,
8.084,0.4697,1.9326615,12.2111,9.9277,2.29745721281194,132.840503363927,14201.9694943466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.084,0.4182,-1.909635,8.9418,-0.4119,1.9662,8.9152,189.3824,0.090413805335765,-13.0458253786852,-705.711734306918,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.084,0.2975,1.36928,11.9947,-0.2665,0.2731,12.0626,226.7783,1.38594222927134,33.4652415029297,1356.72643952884,,,,,,,,,,,,,8.084,-0.102,-0.17776,11.252,0.0233,-0.0054,11.2591,273.9454,0.598103153918881,46.2838292081263,1208.37710064816,,,,,,,,,,,,,
8.127,0.0256,3.8917725,8.3636,9.947,2.61632027024955,134.207183206744,14336.1766775534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.127,0.4589,-1.18062,10.1844,-0.2746,1.2132,10.1858,189.4616,-0.163792955731388,-13.2896761829911,-719.001410489909,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.127,0.2102,1.79333,12.057,0.0618,0.0795,12.174,226.6818,1.46741978341707,33.7893709851163,1390.51581051395,,,,,,,,,,,,,8.127,-0.3019,-0.57013,10.4643,0.3492,0.2134,10.4786,274.1673,0.364456523135105,47.5495585285507,1255.92665917671,,,,,,,,,,,,,
8.17,-0.0115,4.356429,6.21,9.9927,2.96434201619964,135.921884795511,14472.0985623489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17,-0.1564,-0.56973,8.8688,0.355,0.6674,8.8589,189.5351,-0.24498036458511,-13.6147143961507,-732.61612488606,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17,-0.0077,1.24553,9.5383,0.0497,0.2769,9.6058,226.62,1.42304182673366,34.0691225106194,1424.58493302457,,,,,,,,,,,,,8.17,-1.1015,0.53856,10.0812,-0.6604,0.8735,10.0988,274.3685,0.399277218508084,48.850108544348,1304.77676772106,,,,,,,,,,,,,
8.213,-0.3335,0.137907,10.1162,10.0482,2.39905501295971,137.071299381037,14609.1698617299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.213,0.1524,-2.614815,9.1238,-0.2672,2.5398,9.1119,189.6034,-0.718947291668088,-14.4137195363933,-747.029844422453,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.213,0.088,2.75198,7.3835,1.0684,-0.8909,7.6749,226.5703,1.68882946138692,34.6146616707758,1459.19959469535,,,,,,,,,,,,,8.213,-0.3354,0.27654,9.8311,-0.3331,0.1203,9.8384,274.5532,0.374729774806467,50.1261111164437,1354.90287883751,,,,,,,,,,,,,
8.256,-0.0211,3.774309,10.7267,10.0709,2.67410581036777,138.495764763972,14747.6656264939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.256,0.5941,-0.30828,8.791,-0.3221,0.2751,8.8101,189.6856,-0.636813833334471,-15.1305912183022,-762.160435640755,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.256,0.3418,2.37006,8.4944,0.5039,-0.6609,8.7348,226.5296,1.82507556910954,35.2964469386548,1494.496041634,,,,,,,,,,,,,8.256,-0.4168,-0.37004,8.8925,0.2361,0.2479,8.9064,274.723,0.225775819845174,51.2531597335782,1406.15603857108,,,,,,,,,,,,,
8.299,0.3836,2.729034,9.3381,10.0994,2.68509144829422,139.931215784833,14887.5968422787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.299,0.6839,-0.03801,8.967,-0.3352,0.0085,8.9912,189.7757,-0.517053066667577,-15.7277021335443,-777.888137774299,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.299,-0.052,0.7689,11.2214,-0.4959,0.8798,11.2033,226.5126,1.61384045528763,35.7669970927119,1530.26303872671,,,,,,,,,,,,,8.299,-0.169,0.49643,9.0745,-0.4912,-0.066,9.0782,274.8596,0.279906655876139,52.4343391867436,1458.59037775783,,,,,,,,,,,,,
8.342,0.6062,2.4815175,9.7379,10.1198,2.64437665863537,141.325952016036,15028.9227942948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.342,0.6408,-1.240995,10.3832,-0.4051,1.0799,10.4112,189.8854,-0.661841453334061,-16.4696014354529,-794.357739209752,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.342,-0.3381,1.33507,10.1739,0.1568,0.572,10.2395,226.5012,1.55808636423011,36.1817931557114,1566.44483188243,,,,,,,,,,,,,8.342,0.2979,-0.92576,8.9416,0.7808,-0.3873,8.9481,274.9913,0.038773324700911,53.3743853087338,1511.96476306656,,,,,,,,,,,,,
8.385,0.2531,3.016629,9.769,10.1215,2.7188271269083,142.795138715511,15171.7179330103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.385,0.9114,0.2184,11.196,-0.3692,-0.3108,11.23,189.9826,-0.485793162667249,-17.0354524466946,-811.393191656447,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.385,-0.301,1.61293,7.9545,0.4836,0.114,8.0828,226.4841,1.56905509138408,36.607557945865,1603.05238982829,,,,,,,,,,,,,8.385,-0.0816,0.28182,9.6275,-0.3282,-0.1081,9.6298,275.0869,0.087382659760729,54.3630407657837,1566.32780383234,,,,,,,,,,,,,
8.428,0.2363,4.054974,9.8732,10.1146,2.98605650152664,144.531554789605,15316.2494877999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.428,0.0674,0.021,10.6645,0.3775,0.0188,10.6632,190.0991,-0.384434530133799,-17.4999448254029,-828.89313648185,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.428,-0.1167,1.08757,8.9445,-0.077,0.3859,8.9955,226.464,1.47275807310727,36.9370257177417,1639.98941554603,,,,,,,,,,,,,8.428,-0.2277,-0.09218,10.2069,-0.0055,0.0545,10.2146,275.1629,0.051470127808583,55.3157836908816,1621.64358752323,,,,,,,,,,,,,
8.471,-0.525,3.3498465,10.2574,10.1043,3.05881450122131,146.340728863393,15462.5902166633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.471,0.0686,-0.256725,9.8804,0.2739,0.2584,9.8813,190.2309,-0.358892624107039,-17.9388952980844,-846.832031779934,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.471,0.1024,0.7491,9.6436,-0.4792,0.4768,9.6492,226.4241,1.32802645848581,37.121761874997,1677.11117742103,,,,,,,,,,,,,8.471,0.329,0.25146,9.7054,-0.2437,-0.4821,9.7033,275.2238,0.091468102246867,56.3085245904177,1677.95211211364,,,,,,,,,,,,,
8.514,0.2591,1.7058195,11.3767,10.0838,2.78821550097705,147.879303936937,15610.4695206002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.514,0.1093,-0.65142,9.7343,0.148,0.5782,9.7412,190.3705,-0.417398099285632,-18.4363512459445,-865.268383025879,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.514,-0.0353,1.06513,8.2526,-0.0441,0.2184,8.3103,226.3536,1.27544716678865,37.2539187405551,1714.36509616158,,,,,,,,,,,,,8.514,-0.1451,0.06193,9.7185,-0.1055,0.0071,9.7239,275.2759,0.085560481797493,57.2953578695045,1735.24746998315,,,,,,,,,,,,,
8.557,-0.5789,3.3248985,9.0687,10.0236,2.89555210078164,149.525215610286,15759.9947362105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.557,0.241,-0.38619,10.4035,0.0839,0.2834,10.4137,190.517,-0.411156479428505,-18.9275655739475,-884.195948599826,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.557,0.1695,2.10144,9.1743,0.3774,-0.4438,9.359,226.2448,1.44064573343092,37.5512741727555,1751.91637033434,,,,,,,,,,,,,8.557,-0.491,-1.14433,10.0812,0.8897,0.4191,10.1038,275.3305,-0.160417614562005,58.0362130522317,1793.28368303538,,,,,,,,,,,,,
8.6,0.6984,4.6910325,5.9718,9.964,3.25464818062531,151.530223363478,15911.524959574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,-0.3157,-2.11953,11.3444,0.3368,1.8663,11.3754,190.6881,-0.752831183542804,-19.7604546060648,-903.956403205891,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,-0.1514,0.34881,11.0334,-0.667,1.0035,10.9785,226.1024,1.22227858674474,37.6302624582697,1789.54663279261,,,,,,,,,,,,,8.6,-0.0804,-1.40107,10.584,1.0762,0.0235,10.6114,275.3837,-0.408548091649604,58.5289377578714,1851.81262079325,,,,,,,,,,,,,
8.643,0.0005,0.6757905,8.8329,9.8874,2.73887664450025,153.019459580546,16064.5444191545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643,-0.1481,2.000775,9.4985,0.7815,-1.8541,9.4823,190.8145,-0.202109946834243,-20.0426224014736,-923.999025607365,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643,-0.2064,0.75834,11.4584,-0.3724,0.7748,11.4544,225.9583,1.12949086939579,37.6164630264349,1827.16309581904,,,,,,,,,,,,,8.643,-0.3174,-1.89486,9.5904,1.4126,0.2989,9.6463,275.4448,-0.705810473319684,58.7244000818409,1910.53702087509,,,,,,,,,,,,,
8.686,0.9594,2.517438,10.838,9.7702,2.6945889156002,154.464408068713,16219.0088272232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.686,-0.0714,-0.532035,9.5117,0.2352,0.4666,9.5157,190.9655,-0.268094957467395,-20.3907752075155,-944.38980081488,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.686,-0.1562,2.24367,9.4437,0.6798,-0.3585,9.6367,225.7865,1.35232669551663,37.825499420721,1864.98859523977,,,,,,,,,,,,,8.686,-0.9088,0.46354,11.7177,-0.7786,0.5991,11.7251,275.5002,-0.471940378655747,59.1537325004745,1969.69075337557,,,,,,,,,,,,,
8.729,-0.294,3.5309505,10.4166,9.6204,2.86186123248016,156.07662887376,16375.085456097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.729,0.0351,-0.32466,12.2698,0.228,0.2197,12.2756,191.1036,-0.279407965973916,-20.7502410220639,-965.140041836944,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.729,0.1934,-0.36619,11.3818,-1.3289,1.1417,11.2583,225.5909,1.00862335641331,37.6908324759038,1902.67942771567,,,,,,,,,,,,,8.729,-0.1917,-0.48719,9.9029,0.181,0.0083,9.9178,275.5615,-0.474990302924597,59.5800149948391,2029.27076837041,,,,,,,,,,,,,
8.772,0.1465,2.9585325,10.8979,9.4618,2.88119548598413,157.708183932311,16532.7936400293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.772,0.0794,2.067345,10.6645,0.5451,-1.8754,10.6729,191.2034,0.189942627220867,-20.6403562434175,-985.780398080362,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.772,-0.2388,0.7623,9.9273,-0.163,0.5635,9.9419,225.3852,0.959358685130645,37.5069008598039,1940.18632857547,,,,,,,,,,,,,8.772,0.2069,-0.11198,9.4312,-0.1009,-0.3818,9.4304,275.6234,-0.402388242339678,60.0788995497887,2089.34966792019,,,,,,,,,,,,,
8.815,-0.1803,1.954722,11.5778,9.3114,2.6959007887873,159.154444293666,16691.948084323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.815,-0.2414,1.137255,9.6003,0.6179,-0.8821,9.6087,191.2895,0.379405101776694,-20.3410089902153,-1006.12140707058,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.815,0.5022,2.68609,6.852,0.7468,-1.3572,7.1283,225.1796,1.30470494810452,37.6683155066779,1977.85464408215,,,,,,,,,,,,,8.815,-0.3306,1.48005,10.6882,-1.5109,-0.0135,10.6764,275.6715,-0.025900593871742,60.9542717532062,2150.3039396734,,,,,,,,,,,,,
8.858,0.6673,3.678906,9.7834,9.1279,2.89250183102984,160.797305697263,16852.7453900202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.858,-0.026,-1.328985,10.613,-0.0378,1.296,10.6145,191.3645,0.037727081421355,-20.3833397573684,-1026.50474682795,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.858,0.1958,-1.36312,10.2026,-1.7929,1.6571,9.9904,224.9608,0.771139958483613,37.296165163931,2015.15080924608,,,,,,,,,,,,,8.858,-0.6766,0.22913,8.3095,-0.355,0.4544,8.3237,275.7162,0.025105524902606,61.8806500753981,2212.1845897488,,,,,,,,,,,,,
8.901,-0.0522,1.557864,8.7694,8.9401,2.62557426482387,162.173239534654,17014.9186295549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.901,0.0339,2.39799,7.2539,0.544,-2.2109,7.2597,191.4121,0.509779665137084,-19.9536179408059,-1046.45836476875,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.901,0.3454,1.92368,12.0462,0.0558,-0.353,12.178,224.7557,1.00164796678689,37.1545228294873,2052.30533207557,,,,,,,,,,,,,8.901,0.0872,2.34256,9.8897,-2.055,-0.5011,9.8982,275.7415,0.488596419922085,63.2705192926094,2275.45510904141,,,,,,,,,,,,,
8.944,-0.0941,2.524368,8.7958,8.7328,2.6053330118591,163.52893211908,17178.447561674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.944,0.8,-0.871395,7.9411,-0.7575,0.6438,7.9664,191.4367,0.233544732109667,-19.8001310572707,-1066.25849582602,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.944,0.0318,-0.31889,10.1919,-0.9356,1.0559,10.103,224.5705,0.737540373429512,36.7487729016863,2089.05410497726,,,,,,,,,,,,,8.944,0.4667,0.47795,10.0645,-0.3047,-0.6607,10.0633,275.7614,0.486467135937668,64.6582592258364,2340.11336826724,,,,,,,,,,,,,
8.987,-0.1599,3.2461275,7.953,8.5315,2.73349190948728,165.012783601134,17343.4603452751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.987,0.7617,0.91728,8.4415,-0.3444,-0.9496,8.4647,191.4118,0.370291785687734,-19.5098971201574,-1085.76839294618,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.987,-0.0053,-1.66859,11.5266,-1.7277,1.9273,11.3399,224.4228,0.25631429874361,35.8617968991994,2124.91590187645,,,,,,,,,,,,,8.987,0.4116,0.35156,9.8777,-0.1858,-0.5478,9.8794,275.7551,0.459485708750134,66.0190177318757,2406.13238599912,,,,,,,,,,,,,
