time,ax,ay,az,yaw ,acc,velo,dist
24.983,0.3092,2.62038,11.6688,188.0652,0.750572569637761,133.087561333928,55621.110343652
25.026,0.0519,1.17495,9.7319,187.9929,0.835448055710209,133.727355569385,55754.8376992214
25.069,0.5044,-0.011655,8.4582,187.9384,0.666027444568167,134.197729193699,55889.0354284151
25.112,0.5355,1.69029,7.2587,187.8016,0.870879955654534,134.8729553291,56023.9083837442
25.155,0.3128,1.109535,7.734,187.6877,0.918610964523627,135.595912473371,56159.5042962176
25.198,0.2027,-0.56469,10.0276,187.6123,0.621950771618902,136.022209424736,56295.5265056423
25.241,0.3715,2.21067,9.1142,187.4422,0.939694617295121,136.766250221778,56432.2927558641
25.284,0.3894,-0.30702,8.9359,187.3307,0.690351693836097,137.26094809536,56569.5537039594
25.327,0.2314,1.0983,8.973,187.1814,0.771941355068878,137.837235630176,56707.3909395896
25.37,0.0722,0.46977,9.6433,187.0431,0.711507084055102,138.353088893977,56845.7440284836
25.413,0.3296,1.52817,10.8117,186.8883,0.874839667244082,139.032274740968,56984.7763032246
25.456,0.4696,-2.13591,14.4677,186.8031,0.272689733795266,139.10931065451,57123.8856138791
25.499,-0.0451,3.037755,11.3744,186.6452,0.825702787036212,139.739359621292,57263.6249735004
25.542,0.6947,-0.37863,9.5141,186.5662,0.58483622962897,140.128542030668,57403.753515531
25.585,0.4146,1.378545,8.6342,186.4732,0.743577983703176,140.676466194118,57544.4299817251
25.628,0.3044,-1.68336,10.2946,186.4667,0.258190386962541,140.739002760827,57685.168984486
25.671,0.3703,3.06033,7.5472,186.4404,0.818618309570033,141.361967250143,57826.5309517361
25.714,0.4014,1.60482,5.5433,186.3811,0.975858647656026,142.142172077546,57968.6731238137
25.757,1.2214,-0.539595,8.0907,186.4172,0.672767918124821,142.619286175417,58111.2924099891
25.8,0.5451,0.02478,10.9326,186.4568,0.543170334499857,142.966802689663,58254.2592126787
25.843,0.4984,-0.095865,11.0152,186.5181,0.415363267599885,143.18651213701,58397.4457248157
25.886,-0.275,3.6687,7.2863,186.5727,1.06603061407991,144.056888930836,58541.5026137466
25.929,0.1464,-2.03406,9.4961,186.7061,0.446012491263927,144.307247601847,58685.8098613484
25.972,0.4265,-2.269155,14.7933,186.8479,-0.097021006988859,144.014572774604,58829.824434123
26.015,0.0387,4.323585,12.423,186.9715,0.787100194408913,144.60601914876,58974.4304532718
26.058,-0.3109,-0.188895,11.3229,187.1187,0.591901155527131,145.002266484033,59119.4327197558
26.101,-0.0954,-1.575315,12.6828,187.2892,0.158457924421704,144.965070588202,59264.397790344
26.144,0.2937,1.23648,9.9678,187.4292,0.374062339537364,145.143479107486,59409.5412694515
26.187,0.2613,4.02948,5.347,187.5901,1.10514587162989,146.052971158862,59555.5942406104
26.23,0.3571,-0.425145,6.0951,187.7617,0.799087697303913,146.656405035912,59702.2506456463
26.273,1.1807,-2.49165,11.6437,187.9564,0.14094015784313,146.601691373502,59848.8523370198
26.316,0.1081,2.859255,11.2606,188.0554,0.684603126274504,147.090640679523,59995.9429776993
26.359,-0.0331,2.067345,7.4694,188.1289,0.961151501019603,147.856138360289,60143.7991160596
26.402,0.5941,-2.423715,7.8429,188.2174,0.284178200815683,147.944662740851,60291.7437788005
26.445,-0.2917,0.419475,10.188,188.2864,0.311237560652546,148.060246481251,60439.8040252817
26.488,-0.3815,1.821015,10.4143,188.3237,0.613193048522037,148.477785709519,60588.2818109912
26.531,0.1799,-0.66024,10.8788,188.3654,0.35850643881763,148.640638328083,60736.9224493193
26.574,0.2147,-1.384215,12.6948,188.3978,0.009962151054104,148.454946658884,60885.3773959782
26.617,-0.0619,1.295595,10.8261,188.3871,0.267088720843283,148.526381559474,61033.9037775377
26.66,0.162,2.30622,8.3373,188.3525,0.674914976674627,149.005642715895,61182.9094202536
26.703,0.1476,-2.47275,11.3217,188.3462,0.045381981339701,148.855370876981,61331.7647911306
26.746,-0.5407,2.1315,11.7502,188.2914,0.462605585071761,149.122322641799,61480.8871137724
26.789,0.1309,0.99141,9.6038,188.2198,0.568366468057409,149.495035289603,61630.382149062
26.832,0.2925,1.618575,6.3441,188.111,0.778408174445927,150.077789643796,61780.4599387058
26.875,0.9724,-1.215795,7.1007,188.0257,0.379567539556742,150.261703363099,61930.7216420689
26.918,0.5056,1.43892,10.2036,187.8854,0.591438031645393,150.657487574491,62081.3791296433
26.961,0.1416,0.11151,10.5065,187.7233,0.495452425316315,150.957286179554,62232.3364158229
27.004,0.2566,2.871855,8.3301,187.5269,0.970732940253052,151.732365299553,62384.0687811224
27.047,0.2613,-1.844325,11.4665,187.3472,0.407721352202442,151.944432831502,62536.0132139539
27.09,-0.4078,0.05754,13.3089,187.1203,0.337685081761953,152.086464093011,62688.099678047
27.133,-0.1289,3.31926,8.3517,186.8614,0.934000065409563,152.824810338167,62840.9244883851
27.176,0.5103,1.16235,6.8493,186.5712,0.97967005232765,153.608826570241,62994.5333149554
27.219,0.2111,-2.22768,11.0056,186.3225,0.33820004186212,153.751372791849,63148.2846877472
27.262,-0.0655,3.14958,10.3101,186.041,0.900476033489696,154.456195005086,63302.7408827523
27.305,0.2123,2.509815,7.5748,185.7545,1.22234382679176,155.482885011624,63458.2237677639
27.348,0.5391,-2.20122,9.9139,185.4994,0.537631061433406,155.824862252804,63614.0486300167
27.391,0.0243,1.114575,11.6018,185.2175,0.653019849146725,156.282228281697,63770.3308582984
27.434,0.1512,1.110795,9.7595,184.9469,0.74457487931738,156.831149340761,63927.1620076392
27.477,0.241,0.762615,7.5939,184.6942,0.748182903453904,157.383678423961,64084.5456860632
27.52,0.4493,-0.622545,8.5049,184.4846,0.474037322763123,157.662061926471,64242.2077479896
27.563,0.587,1.138515,9.7619,184.2885,0.606932858210499,158.073340964428,64400.2810889541
27.606,0.4888,1.32321,9.3333,184.1143,0.750188286568399,158.627875430743,64558.9089643848
27.649,0.502,-1.44585,10.9099,184.0197,0.310980629254719,158.743202239744,64717.6521666245
27.692,0.0016,0.359205,11.9502,183.955,0.320625503403775,158.868173922895,64876.5203405474
27.735,0.2793,2.511075,9.3752,183.9162,0.75871540272302,159.431235505364,65035.9515760528
27.778,-0.1217,0.0336,8.3924,183.9641,0.613692322178416,159.849274007289,65195.8008500601
27.821,0.2015,-1.50738,11.0954,184.052,0.189477857742733,159.843098044778,65355.6439481049
27.864,0.5977,3.439905,8.7647,184.1696,0.839563286194186,160.487007510719,65516.1309556156
27.907,0.8814,0.01596,7.8956,184.3307,0.674842628955349,160.966196319421,65677.097151935
27.95,0.9581,-1.405635,10.9039,184.5427,0.258747103164279,161.029289602332,65838.1264415373
27.993,0.8036,1.633695,11.9956,184.7236,0.533736682531424,161.36737246461,65999.4938140019
28.036,0.0231,-0.285705,11.3193,184.9464,0.369848346025139,161.541566990381,66161.0353809923
28.079,0.4254,0.31773,9.538,185.1698,0.359424676820111,161.705337846948,66322.7407188393
28.122,1.0538,2.13402,7.9518,185.3558,0.714343741456089,162.22402776815,66484.9647466074
28.165,0.745,-0.1575,9.8229,185.3695,0.539974993164871,162.568348941062,66647.5330955485
28.208,-0.1014,-1.145445,13.334,185.6028,0.202890994531897,162.57558611534,66810.1086816638
28.251,0.3619,2.665635,9.7068,185.7592,0.695439795625518,163.075372090712,66973.1840537545
28.294,0.2602,1.17495,5.7875,185.905,0.791341836500414,163.671060106959,67136.8551138615
28.337,0.2434,-1.826685,6.6889,186.054,0.267736469200331,163.743142755906,67300.5982566174
28.38,1.1568,0.81543,10.0923,186.1824,0.377275175360265,163.924764111013,67464.5230207284
28.423,0.1369,4.179,8.3648,186.2905,1.13762014028821,164.866730431048,67629.3897511595
28.466,0.4457,-2.945355,11.9921,186.3724,0.32102511223057,164.992101723025,67794.3818528825
28.509,0.7941,-1.00464,14.9166,186.4528,0.055892089784456,164.852339992556,67959.234192875
28.552,0.0387,1.975575,11.2834,186.4716,0.439828671827565,165.09651484413,68124.3307077192
28.595,0.3176,0.350385,8.2607,186.4936,0.421939937462052,165.322800961338,68289.6535086805
28.638,0.7294,0.28875,8.5731,186.5001,0.395301949969642,165.522449091054,68455.1759577716
28.681,-0.0858,-0.249165,11.87,186.4992,0.266408559975713,165.593203830777,68620.7691616023
28.724,-0.2666,0.677145,11.5491,186.4705,0.348555847980571,165.746105858504,68786.5152674608
28.767,0.2602,3.60087,6.1406,186.4376,0.999018678384457,166.549470716635,68953.0647381775
28.81,0.721,-1.486065,6.7559,186.4346,0.502001942707565,166.855818839089,69119.9205570166
28.853,0.9533,-0.22785,11.7455,186.3977,0.356031554166052,167.016196573001,69286.9367535896
28.896,0.1728,2.057265,12.6684,186.3169,0.696278243332842,167.516820996081,69454.4535745857
28.939,0.7929,0.868245,8.9335,186.2408,0.730671594666273,168.051838770494,69622.5054133561
28.982,0.9856,-0.99582,6.4495,186.2031,0.385373275733019,168.241558225973,69790.7469715821
29.025,0.6863,3.6876,5.6079,186.1283,1.04581862058642,169.091723026306,69959.8386946084
29.068,1.48,-1.738695,10.8488,186.0918,0.488915896469132,169.384985102522,70129.2236797109
29.111,0.6073,0.04746,14.257,186.0272,0.400624717175306,169.589955999443,70298.8136357104
29.154,0.1943,3.32682,10.1749,185.9611,0.985863773740245,170.38016595293,70469.1938016633
29.197,0.6492,-1.727355,10.0168,185.9465,0.443220018992196,170.627732151669,70639.821533815
29.24,-0.0714,0.90846,9.5177,185.8856,0.536268015193757,170.968346346609,70810.7898801616
29.283,0.0961,0.74508,8.1051,185.8365,0.578030412155005,171.350722938511,70982.1406031001
29.326,0.587,3.109365,6.6171,185.8133,1.084297329724,172.239366447981,71154.3799695481
29.369,0.8874,-2.12079,9.9115,185.853,0.443279863779203,172.486992491507,71326.8669620396
29.412,0.3392,0.82929,12.6481,185.8535,0.520481891023363,172.811820562277,71499.6787826019
29.455,0.4565,0.330225,12.9485,185.8709,0.48243051281869,173.098597254842,71672.7773798567
29.498,-0.16,-0.06825,11.1014,185.8987,0.372294410254952,173.275237844844,71846.0526177015
29.541,0.0866,1.93662,7.9566,185.8844,0.685159528203962,173.764743552794,72019.8173612543
29.584,0.2757,1.192485,6.7787,185.8796,0.786624622563169,174.355714355104,72194.1730756094
29.627,0.5451,0.494865,9.6086,185.8907,0.728272698050536,174.888333232901,72369.0614088423
29.67,0.0339,0.261135,11.4486,185.8964,0.634845158440429,175.327524571088,72544.3889334134
29.713,0.1524,1.92528,10.1234,185.8701,0.892932126752343,176.024802877587,72720.413736291
29.756,0.3272,-0.889035,10.4861,185.872,0.536538701401874,176.365687758735,72896.7794240497
29.799,0.1787,1.647555,10.3389,185.817,0.7587419611215,176.928775899603,73073.7081999493
29.842,0.3787,-1.01346,10.3161,185.7764,0.4043015688972,177.137423648247,73250.8456235976
29.885,0.1476,2.36397,9.4111,185.667,0.79623525511776,177.738005083111,73428.5836286807
29.928,0.557,-0.58107,10.3568,185.5923,0.520774204094208,178.063125466952,73606.6467541477
29.971,0.1345,-0.38115,11.3528,185.4977,0.340389363275366,178.207861009974,73784.8546151576
30.014,0.6372,0.093975,9.7942,185.3811,0.291106490620293,178.30331368034,73963.157928838
30.057,0.1895,1.06554,7.1941,185.2326,0.445993192496234,178.553653052583,74141.7115818906
30.1,0.9317,-1.8732,8.5265,185.1356,-0.017845446003013,178.340153786327,74320.0517356769
30.143,0.3739,-0.547155,10.7459,185.011,-0.12370735680241,178.020792609271,74498.0725282862
30.186,0.2027,0.246015,8.9598,184.8676,-0.049762885441928,177.775375903575,74675.8479041897
30.229,0.502,0.066255,7.7016,184.7299,-0.026559308353543,177.553162774968,74853.4010669647
30.272,0.3787,-2.447655,9.4374,184.6427,-0.510778446682834,176.846730508032,75030.2477974727
30.315,0.5151,0.264915,11.2139,184.5176,-0.355639757346267,176.295436930432,75206.5432344032
30.358,0.0267,0.90342,9.6122,184.3878,-0.103827805877014,175.995955304302,75382.5391897075
30.401,0.4098,-0.509355,10.8297,184.2911,-0.184933244701611,175.615368239347,75558.1545579468
30.444,0.4529,1.225245,9.5548,184.177,0.097102404238711,175.516816823332,75733.6713747701
30.487,0.7462,0.55146,10.6932,184.0856,0.187973923390969,175.509136926469,75909.1805116966
30.53,0.4637,0.2058,11.1601,184.0077,0.191539138712775,175.505022244929,76084.6855339416
30.573,0.1692,-0.05439,11.9861,183.9418,0.14235331097022,175.451721735645,76260.1372556772
30.616,-0.0595,2.83038,7.8094,183.8798,0.679958648776176,175.936026564168,76436.0732822414
30.659,0.5941,-1.741215,7.9578,183.8581,0.195723919020941,175.936096662936,76612.0093789043
30.702,0.4182,2.22327,8.633,183.7679,0.601233135216753,176.341675977899,76788.3510548822
30.745,0.5499,0.40068,9.7283,183.7193,0.561122508173402,176.707144665819,76965.058199548
30.788,0.9257,-0.72807,10.3269,183.6966,0.303284006538722,176.814774852104,77141.8729744001
30.831,0.7953,-3.01329,11.8759,183.7129,-0.360030794769023,176.259090237081,77318.1320646372
30.874,0.8336,1.396185,8.888,183.6542,-0.008787635815218,176.054648781013,77494.1867134182
30.917,0.393,-2.5683,8.1422,183.6447,-0.520690108652175,175.338304852107,77669.5250182703
30.96,0.8312,-2.39988,11.4007,183.7028,-0.89652808692174,174.246122944932,77843.7711412152
31.003,0.5546,-1.806525,12.7534,183.7694,-1.07852746953739,172.971941655141,78016.7430828704
31.046,0.3763,1.120875,8.3325,183.7907,-0.638646975629914,172.137640859258,78188.8807237296
31.089,0.563,-1.845585,6.2184,183.8822,-0.880034580503931,171.0619524585,78359.9426761881
31.132,0.8683,-1.88958,9.8026,184.0514,-1.08194366440314,169.784354973844,78529.727031162
31.175,0.8395,1.32447,9.9678,184.1815,-0.600660931522516,168.988040222068,78698.7150713841
31.218,0.5115,-3.36651,11.4091,184.3776,-1.15383074521801,167.638555656596,78866.3536270407
31.261,0.089,-0.90783,10.9446,184.5952,-1.10463059617441,166.338271240168,79032.6918982808
31.304,0.5522,0.01974,7.8034,184.811,-0.879756476939528,165.262860942975,79197.9547592238
31.347,0.5977,-3.560025,9.5655,185.0465,-1.41581018155162,163.65139694117,79361.606156165
31.39,0.156,-2.875005,12.5056,185.3306,-1.7076491452413,161.748093975675,79523.3542501407
31.433,0.1069,-1.056195,11.5862,185.5683,-1.57735831619304,159.975081839229,79683.3293319799
31.476,0.4026,-1.43073,8.3505,185.8127,-1.54803265295443,158.231395366021,79841.5607273459
31.519,0.1369,-2.48661,8.311,186.0679,-1.73574812236355,156.299993423404,79997.8607207693
31.562,0.1859,-2.54688,11.2463,186.2897,-1.89797449789084,154.20636510526,80152.0670858746
31.605,0.1261,-2.947875,13.2921,187.0545,-2.10795459831267,151.902756686693,80303.9698425613
31.648,0.387,0.30009,8.9514,187.15,-1.62634567865014,150.08075718779,80454.0505997491
31.691,0.9186,-0.126,5.9168,187.2398,-1.32627654292011,148.558826824616,80602.6094265737
31.734,0.8455,-3.546165,8.8066,187.327,-1.77025423433609,146.592918770027,80749.2023453437
31.777,0.6157,-0.973245,11.5779,187.3997,-1.61085238746887,144.786412562304,80893.988757906
31.82,0.3368,-0.32214,9.3453,187.4468,-1.3531099099751,143.237648832076,81037.2264067381
31.863,1.0275,-2.63361,8.5528,187.5311,-1.60920992798008,141.432785083842,81178.6591918219
31.906,0.836,-2.80455,8.6378,187.6035,-1.84827794238406,139.388853321205,81318.0480451431
31.949,1.2777,-3.35391,10.0947,187.6628,-2.14940435390725,137.043795147044,81455.0918402902
31.992,0.7079,-3.565065,10.0659,187.7158,-2.4325364831258,134.415604843665,81589.5074451339
32.035,0.8755,-5.33862,11.3767,187.7051,-3.01375318650064,131.20619783691,81720.7136429708
32.078,0.49,-4.23003,10.3448,187.7468,-3.25700854920051,127.753535467457,81848.4671784382
32.121,0.4625,-3.729705,8.6282,187.7816,-3.35154783936041,124.206333807843,81972.6735122461
32.164,0.7402,-5.377575,9.1334,187.7554,-3.75675327148833,120.253926716101,82092.9274389622
32.207,0.2566,-3.582705,9.8816,187.7731,-3.72194361719066,116.336329278657,82209.2637682408
32.25,-0.4653,-2.56074,9.3752,187.7715,-3.48970289375253,112.650972564651,82321.9147408055
32.293,-0.1995,-2.960475,9.198,187.7844,-3.38385731500202,109.071461429395,82430.9862022349
32.336,0.3056,-1.61175,9.3453,187.7864,-3.02943585200162,105.84637175714,82536.832573992
32.379,0.2518,-0.63882,9.9307,187.7742,-2.5513126816013,103.099405255285,82639.9319792473
32.422,0.1512,-0.943005,12.8061,187.7754,-2.22965114528104,100.674100289751,82740.606079537
32.465,-1.2697,0.947415,11.8269,187.8002,-1.59423791622483,98.8842085532725,82839.4902880903
32.508,-1.1967,0.421995,8.6222,187.8239,-1.19099133297986,97.4975634000392,82936.9878514904
32.551,0.5463,-4.427325,9.3046,187.9013,-1.83825806638389,95.4636515134018,83032.4515030038
32.594,0.1931,0.45087,9.9366,187.8995,-1.38043245310711,93.8875652400413,83126.3390682438
32.637,-0.0331,-1.16802,10.4191,187.9229,-1.33794996248569,92.3539614573021,83218.6930297011
32.68,0.8084,-1.982505,8.797,187.9594,-1.46686096998855,90.6914466670601,83309.3844763682
32.723,0.5319,-2.12205,8.8185,187.9979,-1.59789877599084,88.8978940708158,83398.282370439
32.766,0.3942,-2.55948,10.2347,188.0364,-1.79021502079267,86.9120252297696,83485.1943956688
32.809,0.4038,-2.14599,10.1856,188.0642,-1.86137001663414,84.855001392882,83570.0493970616
32.852,0.0483,-1.328985,9.769,188.0761,-1.75489301330731,82.9044545593212,83652.953851621
32.895,-0.3264,-1.636845,10.4693,188.0899,-1.73128341064585,80.9775173284219,83733.9313689494
32.938,-0.008,0.2184,9.2651,188.0824,-1.34134672851668,79.4405167796518,83813.371885729
32.981,-0.0511,-0.30576,8.208,188.087,-1.13422938281334,78.110633576585,83891.4825193056
33.024,0.1943,-1.88328,10.5507,188.1146,-1.28403950625068,76.6309402500808,83968.1134595557
33.067,0.9928,-0.14112,10.3221,188.1313,-1.05545560500054,75.3798308248268,84043.4932903805
33.11,0.5594,-1.550115,8.6701,188.1786,-1.15438748400043,74.0297895205729,84117.5230799011
33.153,0.1919,-3.42804,9.9737,188.2407,-1.60911798720035,72.2250177131191,84189.7480976142
33.196,0.4457,-1.469685,10.5017,188.2807,-1.58123138976028,70.4481325031053,84260.1962301173
33.239,-0.3037,-2.105775,9.9187,188.3302,-1.68614011180822,68.5663385710436,84328.7625686884
33.282,-0.3276,-1.321425,9.2878,188.3672,-1.61319708944658,66.7574876613436,84395.5200563497
33.325,0.1369,-1.585395,9.2974,188.4036,-1.60763667155726,64.9541971695329,84460.4742535192
33.368,-0.1959,-1.633065,10.9518,188.4345,-1.61272233724581,63.1458210120336,84523.6200745313
33.411,-0.591,-0.803565,11.0583,188.4523,-1.45089086979665,61.4992763219835,84585.1193508533
33.454,-0.2283,-1.053675,10.0791,188.4666,-1.37144769583732,59.9321748058927,84645.0515256591
33.497,-0.02,-0.338415,9.6338,188.4764,-1.16484115666985,58.5716798289693,84703.6232054881
33.54,-0.002,0.063735,9.4901,188.4862,-0.919125925335884,57.45690008338,84761.0801055715
33.583,-0.9369,0.82425,11.8053,188.5005,-0.570450740268707,56.6907955228578,84817.7709010944
33.626,1.1257,-0.38997,12.2411,188.53,-0.534354592214966,55.9607871103894,84873.7316882047
33.669,0.1069,-0.951825,10.2563,188.5722,-0.617848673771973,55.1472846163639,84928.8789728211
33.712,0.0124,-2.256555,9.3536,188.6326,-0.945589939017578,54.0060408570928,84982.8850136782
33.755,0.4373,-0.339675,8.1506,188.6829,-0.824406951214062,52.9859800856253,85035.8709937638
33.798,0.8012,0.30891,7.5005,188.7409,-0.59774356097125,52.1925827044006,85088.0635764682
33.841,0.8659,-0.604905,9.2148,188.8033,-0.599175848777,51.3977530353701,85139.4613295036
33.884,1.2825,-4.324215,10.5136,188.8728,-1.3441836790216,49.857915536095,85189.3192450397
33.927,0.4337,-2.179905,9.7415,188.9552,-1.51132794321728,48.1509337726243,85237.4701788123
33.97,-0.0092,-2.363445,9.1442,189.0394,-1.68175135457382,46.273528597797,85283.7437074101
34.013,0.563,-1.701,9.2471,189.1188,-1.68560108365906,44.3922736938844,85328.135981104
34.056,-0.0954,-1.135365,10.795,189.1924,-1.57555386692725,42.6210660067037,85370.7570471107
34.099,0.9605,-3.304875,10.218,189.2926,-1.9214180935418,40.5039940929084,85411.2610412036
34.142,0.2877,-3.2508,10.4454,189.3861,-2.18729447483344,38.1210457978215,85449.3820870014
34.185,0.1668,-3.893085,9.8433,189.4816,-2.52845257986675,35.3969393977013,85484.7790263991
34.228,0.2673,-3.475815,9.2591,189.5678,-2.7179250638934,32.4833605135544,85517.2623869127
34.271,0.1105,-2.81589,9.6996,189.6412,-2.73751805111472,29.5501886421862,85546.8125755549
34.314,0.3607,-1.982505,9.052,189.7042,-2.58651544089178,26.768019381041,85573.5805949359
34.357,0.502,-1.96497,8.8724,189.7702,-2.46220635271342,24.1101592080741,85597.690754144
34.4,0.338,-1.77387,10.018,189.8327,-2.32453908217074,21.5899663056499,85619.2807204496
34.443,0.666,-1.724835,9.4554,189.8948,-2.20459826573659,19.1897142196598,85638.4704346693
34.486,0.3739,-0.92295,9.374,189.8842,-1.94826861258927,17.0457917868171,85655.5162264561
34.529,0.4337,-0.704235,9.6936,189.9222,-1.69946189007142,15.1506760764922,85670.6669025326
34.572,0.7151,-1.53636,9.8014,189.9516,-1.66684151205713,13.2881807441816,85683.9550832768
34.615,0.3619,-0.442785,10.048,189.9543,-1.42203020964571,11.6704967142824,85695.6255799911
34.658,0.5379,-0.12978,10.4107,189.9453,-1.16358016771657,10.3112627263123,85705.9368427174
34.701,0.9317,-1.59411,10.3161,189.952,-1.24968613417325,8.86592277188562,85714.8027654893
34.744,0.4385,-0.91539,9.3596,189.9422,-1.1828269073386,7.48744204429354,85722.2902075336
34.787,-0.2091,0.36414,9.7954,189.9086,-0.873433525870882,6.41835469816919,85728.7085622317
34.83,-0.6796,0.691005,10.3341,189.8808,-0.560545820696706,5.66215505721901,85734.370717289
34.873,-0.2941,0.38052,9.9151,189.8649,-0.372332656557364,5.09416858040817,85739.4648858694
34.916,-0.2905,-0.373695,9.8062,189.8614,-0.372605125245892,4.52590963490881,85743.9907955043
34.959,-0.4126,-0.358575,10.3018,189.8615,-0.369799100196713,3.96045671445862,85747.9512522187
35.002,0.5295,-0.20769,9.2567,189.8706,-0.337377280157371,3.42742561404778,85751.3786778328
35.045,0.6037,-0.48174,10.1689,189.8983,-0.366249824125897,2.86552196966841,85754.2441998024
35.088,0.089,-0.372435,10.346,189.9347,-0.367486859300717,2.30238129011422,85756.5465810926
35.131,0.1572,-1.08381,9.7882,190.0009,-0.510751487440574,1.59597598242017,85758.142557075
35.174,0.2099,-1.00212,9.7355,190.0901,-0.609025189952459,0.791296972214236,85758.9338540472
35.217,0.5103,-0.542115,9.4542,190.2044,-0.595643151961967,-1.20475851517199E-12,85758.9338540472
