time,ax,ay,az,yaw ,acc,velo,dist
12.298,0.8862,0.330225,9.3608,186.9638,0.607934469508898,92.6931057092182,18892.1891530767
12.341,0.4373,0.677145,8.6653,186.9915,0.621776575607118,93.1192284645718,18985.3083815413
12.384,0.7653,2.56137,5.8737,187.0289,1.00969526048569,93.9332699048041,19079.2416514461
12.427,1.6081,-1.918455,9.465,187.0715,0.424065208388556,94.1616812929392,19173.403332739
12.47,0.3248,1.193745,12.0806,187.1018,0.578001166710845,94.5440286393965,19267.9473613784
12.513,0.5271,2.02839,11.3995,187.1075,0.868078933368676,95.2164537525118,19363.1638151309
12.556,0.1919,1.804635,9.3967,187.1079,1.05539014669494,96.0761900789532,19459.2400052099
12.599,0.0363,-2.085615,11.6952,187.1922,0.427189117355952,96.3077253760557,19555.5477305859
12.642,0.2625,3.098025,9.5117,187.1415,0.961356293884762,97.073427849687,19652.6211584356
12.685,0.478,-0.268065,9.7846,187.1582,0.71547203510781,97.5932460645413,19750.2144045001
12.728,0.0159,0.185745,10.6345,187.1545,0.609526628086248,98.0071188723741,19848.2215233725
12.771,0.5367,0.701085,11.6617,187.1239,0.627838302468998,98.4393033545897,19946.6608267271
12.814,0.399,1.222725,8.9897,187.0578,0.746815641975199,98.9904651763114,20045.6512919034
12.857,0.2781,0.72366,7.5867,186.9818,0.742184513580159,99.5369958696381,20145.1882877731
12.9,0.3547,-0.195195,8.3457,186.9229,0.554708610864127,99.8960506602487,20245.0843384333
12.943,0.5091,1.291815,9.5811,186.819,0.702129888691302,100.402526728687,20345.486865162
12.986,0.8479,0.432075,9.8971,186.723,0.648118910953041,100.854991819386,20446.3418569814
13.029,0.733,0.99393,8.8545,186.609,0.717281128762433,101.376619127895,20547.7184761093
13.072,0.7773,1.213905,10.2742,186.4963,0.816605903009947,101.997571210652,20649.7160473199
13.115,0.5247,-0.48426,11.3253,186.4228,0.556432722407957,102.358350112806,20752.0743974327
13.158,0.1608,1.108275,11.6162,186.3258,0.666801177926366,102.829497470479,20854.9038949032
13.201,0.1811,0.669585,9.86,186.2472,0.667357942341093,103.301201592567,20958.2050964958
13.244,1.0598,1.464015,9.3656,186.1659,0.826689353872874,103.932237126186,21062.137333622
13.287,0.9581,0.090195,9.283,186.1247,0.6793904830983,104.415973789031,21166.553307411
13.33,0.5487,2.11386,8.6964,186.0471,0.96628438647864,105.186604355256,21271.7399117662
13.373,0.2949,-0.76461,9.1597,186.0575,0.620105509182912,105.611056044185,21377.3509678104
13.416,0.3487,0.845565,9.0125,186.0347,0.665197407346329,106.080599631278,21483.4315674417
13.459,0.7115,2.8077,6.9116,186.0236,1.09369792587706,106.978643736902,21590.4102111786
13.502,0.6444,-0.176295,9.8445,186.0354,0.839699340701651,107.62268925735,21698.032900436
13.545,0.077,-0.511875,13.0934,186.0529,0.569384472561321,107.996419909658,21806.0293203456
13.588,0.4553,1.481655,11.4809,186.03,0.751838578049057,108.552604667454,21914.5819250131
13.631,0.9281,1.634955,7.3641,185.989,0.928461862439245,109.285412709639,22023.8673377227
13.674,0.7115,1.367205,6.8086,185.9568,1.0162104899514,110.105969379337,22133.973307102
13.717,1.2035,-1.580355,12.0459,186.0025,0.496897391961117,110.407212951045,22244.3805200531
13.76,0.6265,1.531845,14.093,185.9853,0.703886913568894,110.91544604436,22355.2959660975
13.803,0.0674,1.129695,11.1062,185.966,0.789048530855115,111.508840754962,22466.8048068524
13.846,0.5403,-0.65142,9.131,185.9853,0.500954824684092,111.814141759393,22578.6189486118
13.889,0.9856,1.15227,7.8465,185.9511,0.631217859747274,112.249705798886,22690.8686544107
13.932,0.5379,0.83055,6.4279,185.9217,0.671084287797819,112.725136266431,22803.5937906771
13.975,0.6133,0.325185,7.2456,185.9198,0.601904430238255,113.131386876416,22916.7251775535
14.018,0.8575,-0.46914,10.2347,185.9482,0.387695544190604,113.323428600353,23030.0486061539
14.061,0.7749,0.581595,11.4019,185.9538,0.426475435352483,113.554250215452,23143.6028563694
14.104,0.5977,1.275435,11.597,185.9509,0.596267348281987,113.95486374348,23257.5577201128
14.147,0.6013,-0.6615,12.7486,186.0039,0.344713878625589,114.103923801852,23371.6616439147
14.19,0.314,-0.58737,13.1568,186.0666,0.158297102900471,114.066567084499,23485.7282109992
14.233,0.8,2.857995,9.6553,186.0512,0.698236682320377,114.569149946566,23600.2973609457
14.276,0.7115,-0.166215,8.317,186.1326,0.525346345856302,114.898842472169,23715.1962034179
14.319,0.5522,-0.075705,8.9562,186.2288,0.405136076685041,115.108324728601,23830.3045281465
14.362,0.4972,2.10756,7.3437,186.2617,0.745620861348033,115.658291769695,23945.9628199162
14.405,0.5475,0.076335,7.874,186.3728,0.611763689078427,116.07440163852,24062.0372215547
14.448,0.7282,0.28371,9.8073,186.477,0.546152951262741,116.424900769529,24178.4621223243
14.491,0.3679,1.634955,10.1485,186.5466,0.763913361010193,116.993160310286,24295.4552826345
14.534,0.1416,-2.06178,10.8189,186.6925,0.198774688808155,116.996281178841,24412.4515638134
14.577,0.2781,1.359645,9.3249,186.7454,0.430948751046524,117.231576109634,24529.683139923
14.62,0.1752,0.54012,8.6581,186.8076,0.452783000837219,117.488705290218,24647.1718452132
14.663,0.7043,-2.14725,11.4845,186.9085,-0.067223599330225,117.225827870634,24764.3976730839
14.706,-0.1864,-0.944265,14.1696,186.9705,-0.24263187946418,116.787542170916,24881.1852152548
14.749,0.0183,2.36649,10.4023,186.9588,0.279192496428656,116.871080847091,24998.0562961019
14.792,0.6289,0.02478,8.2475,186.9779,0.228309997142925,116.903737023981,25114.9600331259
14.835,0.5032,-1.223355,9.6876,187.0146,-0.06202300228566,116.646060201442,25231.6060933273
14.878,0.49,1.43136,9.8684,186.9849,0.236653598171472,116.68705997936,25348.2931533067
14.921,0.4756,2.146515,7.7579,186.9151,0.618625878537178,117.110032037644,25465.4031853443
14.964,1.0131,-1.489845,8.9897,186.9171,0.196931702829742,117.11130992022,25582.5144952645
15.007,0.4625,-0.56847,10.1054,186.8932,0.043851362263794,116.95950746223,25699.4740027268
15.05,0.1787,2.20437,8.724,186.7911,0.475955089811035,117.239808731788,25816.7138114585
15.093,0.7522,-0.22407,8.1829,186.7335,0.335950071848828,117.380104983383,25934.0939164419
15.136,1.0838,-0.76083,10.182,186.6785,0.116594057479062,117.301045220609,26051.3949616625
15.179,1.1065,-1.07121,11.9849,186.7058,-0.12096675401675,116.984424646338,26168.3793863089
15.222,0.2254,-0.38493,12.7965,186.6308,-0.1737594032134,116.615011422872,26284.9943977317
15.265,0.6456,-1.5351,11.6341,186.5798,-0.44602752257072,115.973330080047,26400.9677278118
15.308,0.2398,-1.048635,8.6617,186.5366,-0.566549018056576,115.211127241737,26516.1788550535
15.351,0.5439,-2.256555,7.5831,186.481,-0.904550214445261,114.110923207039,26630.2897782606
15.394,0.338,0.22092,7.5903,186.4336,-0.679456171556209,113.235813215229,26743.5255914758
15.437,0.2458,-2.93286,10.1306,186.4114,-1.13013693724497,111.91002245773,26855.4356139335
15.48,1.1412,0.268695,10.4957,186.4072,-0.850370549795974,110.863998087681,26966.2996120212
15.523,1.3256,0.30387,9.3644,186.4213,-0.619522439836779,110.048821827591,27076.3484338488
15.566,1.0455,-0.12348,10.1102,186.4538,-0.520313951869423,109.332854055468,27185.6812879043
15.609,0.8683,1.26042,10.5053,186.4635,-0.164167161495539,108.973033073719,27294.654320978
15.652,0.8108,2.333835,9.3405,186.4515,0.335433270803569,109.112812524269,27403.7671335023
15.695,0.7905,-0.529515,9.2591,186.5279,0.162443616642855,109.079602320658,27512.8467358229
15.738,0.8192,1.87131,9.4494,186.5334,0.504216893314284,109.388165393719,27622.2349012166
15.781,0.7378,1.627395,8.4223,186.5392,0.728852514651428,109.921364088117,27732.1562653047
15.824,1.1017,-1.124025,9.9618,186.6231,0.358277011721142,110.083987279585,27842.2402525843
15.867,0.9365,-0.011655,11.2319,186.6595,0.284290609376914,110.172624068708,27952.412876653
15.91,0.9114,0.610575,10.3496,186.662,0.349547487501531,110.326517735956,28062.739394389
15.953,0.8443,-1.25349,8.9778,186.7122,0.028939990001225,110.159803905704,28172.8991982947
15.996,0.9245,-0.22281,9.6996,186.7152,-0.02141000799902,109.942740077452,28282.8419383722
16.039,0.8743,-0.1512,10.2718,186.7079,-0.047368006399216,109.699718250799,28392.5416566229
16.082,1.1831,0.37296,10.1904,186.6829,0.036697594880627,109.540762025426,28502.0824186484
16.125,0.9497,-0.58107,10.273,186.7098,-0.086855924095498,109.258252281077,28611.3406709295
16.168,0.496,0.501165,11.3839,186.6911,0.030748260723601,109.093346721547,28720.434017651
16.211,0.5151,1.559565,10.6645,186.651,0.336511608578881,109.234204509873,28829.6682221609
16.254,0.2206,2.37531,9.1202,186.595,0.744271286863105,109.782821976482,28939.4510441374
16.297,-0.0092,2.73357,7.3317,186.6156,1.14213102949048,110.729299185719,29050.1803433231
16.34,0.6336,-0.689115,9.3884,186.6697,0.775881823592387,111.309527189058,29161.4898705121
16.383,0.976,1.885065,10.6645,186.6495,0.99771845887391,112.111591827679,29273.6014623398
16.426,0.6672,1.00149,10.8129,186.6514,0.998472767099128,112.914410774524,29386.5158731143
16.469,0.5068,0.515025,10.5962,186.6582,0.901783213679302,113.62054016795,29500.1364132823
16.512,0.4517,0.443415,10.0575,186.6625,0.810109570943442,114.23499591864,29614.3714092009
16.555,0.4242,2.39547,8.1146,186.5904,1.12718165675475,115.166523755141,29729.5379329561
16.598,0.8324,-0.3297,9.058,186.6,0.835805325403803,115.806675260292,29845.3446082164
16.641,0.7833,1.049265,10.6717,186.56,0.878497260323043,116.489518700361,29961.8341269167
16.684,0.9916,1.26168,9.9857,186.5045,0.955133808258434,117.248998688366,30079.0831256051
16.727,0.7689,3.1521,6.981,186.4663,1.39452704660675,118.44787191472,30197.5309975198
16.77,0.9186,-1.203195,8.8796,186.4849,0.874982637285398,119.127200731751,30316.6581982516
16.813,0.575,0.151725,11.7754,186.4594,0.730331109828318,119.661878021326,30436.3200762729
16.856,0.2925,3.354435,10.0049,186.4257,1.25515188786265,120.721376088935,30557.0414523618
16.899,0.6301,0.46473,7.6705,186.3928,1.09706751029012,121.622789778972,30678.6642421408
16.942,0.8192,-0.718095,9.6218,186.4094,0.734035008232099,122.161170966951,30800.8254131077
16.985,0.7079,1.0983,10.6226,186.3788,0.806888006585679,122.772405153283,30923.597818261
17.028,0.3894,1.16613,10.0923,186.3561,0.878736405268544,123.455487738298,31047.0533059993
17.071,0.6169,-0.483,10.5735,186.3903,0.606389124214835,123.866223042259,31170.9195290416
17.114,0.8012,0.47607,11.2127,186.4012,0.580325299371868,124.250894521378,31295.170423563
17.157,0.6241,1.814715,9.3489,186.3806,0.827203239497494,124.882443940622,31420.0528675036
17.2,0.5977,0.355425,8.7814,186.4154,0.732847591597996,125.419637711966,31545.4725052155
17.243,0.727,0.36792,10.6525,186.4628,0.659862073278396,125.883845964991,31671.3563511805
17.286,0.7282,2.167935,9.605,186.4608,0.961476658622717,126.649668803361,31798.0060199839
17.329,0.6372,0.146685,8.9191,186.5263,0.798518326898174,127.252533310005,31925.2585532939
17.372,0.557,0.858165,10.0755,186.5795,0.810447661518539,127.86732715127,32053.1258804452
17.415,0.6265,-0.11844,10.3269,186.6615,0.624670129214831,128.296343460232,32181.4222239054
17.458,0.4601,1.968015,9.0209,186.6828,0.893339103371865,128.99402874335,32310.4162526488
17.501,0.6528,-1.552635,10.431,186.8012,0.404144282697492,129.202519205794,32439.6187718546
17.544,0.4265,1.384845,10.273,186.8416,0.600284426157994,129.607149811699,32569.2259216663
17.587,0.4876,-0.705495,11.2235,186.9323,0.339128540926395,129.750624532371,32698.9765461986
17.63,0.7797,0.685965,11.5934,186.9852,0.408495832741116,129.963466544859,32828.9400127435
17.673,0.4206,1.810935,9.2172,187.0033,0.688983666192893,130.456796390799,32959.3968091343
17.716,0.3212,-0.20391,8.6258,187.0765,0.510404932954314,130.771547503499,33090.1683566378
17.759,0.4182,0.687225,8.7407,187.1235,0.545768946363452,131.121662629609,33221.2900192674
17.802,0.7151,2.55633,8.809,187.12,0.947881157090761,131.873889966447,33353.1639092338
17.845,0.4038,-0.12348,9.1394,187.1853,0.733608925672609,132.411845071866,33485.5757543057
17.888,0.5044,-0.29946,10.9578,187.2479,0.526995140538087,132.74318639215,33618.3189406979
17.931,0.4014,1.40616,10.8788,187.2636,0.70282811243047,133.250360684327,33751.5693013822
17.974,0.2422,0.72114,9.2531,187.2815,0.706490489944376,133.761197354018,33885.3304987362
18.017,0.7486,-0.67536,9.5691,187.3216,0.430120391955501,133.99566392572,34019.3261626619
18.06,0.6253,3.808245,8.208,187.3273,1.1057453135644,134.905755419031,34154.2319180809
18.103,0.5295,-1.00464,10.5172,187.3597,0.683668250851521,135.393769849629,34289.6256879306
18.146,0.6289,-0.21651,12.8995,187.3666,0.503632600681216,135.701748630057,34425.3274365606
18.189,1.061,1.93284,10.6561,187.3241,0.789474080544973,136.295568890348,34561.623005451
18.232,0.6313,1.95426,7.4167,187.2625,1.02243126443598,137.122346334531,34698.7453517855
18.275,0.7522,-1.71108,9.1477,187.31,0.475729011548783,137.402421525826,34836.1477733113
18.318,0.3894,1.61616,11.172,187.2805,0.703815209239026,137.910582914812,34974.0583562261
18.361,0.642,1.24782,10.0372,187.2605,0.812616167391221,138.527545261949,35112.5859014881
18.404,0.2039,2.11512,7.7447,187.2139,1.07311693391298,139.405008375609,35251.9909098637
18.447,0.3595,-1.659525,8.8341,187.2739,0.526588547130381,139.735943102486,35391.7268529662
18.49,0.6396,1.76694,10.0982,187.2579,0.774658837704305,140.314948119937,35532.0418010861
18.533,0.387,1.025325,9.8073,187.2615,0.824792070163444,140.944086369847,35672.985887456
18.576,0.259,-0.358575,10.2706,187.3002,0.588118656130756,141.336551205724,35814.3224386617
18.619,0.6755,0.673365,10.3903,187.3166,0.605167924904604,141.746065310375,35956.0685039721
18.662,0.6205,2.851695,8.457,187.278,1.05447333992368,142.604884830045,36098.6733888021
18.705,0.5606,-2.28795,10.2754,187.2965,0.385988671938947,142.795219681731,36241.4686084838
18.748,0.6612,0.499905,10.3425,187.3216,0.408771937551158,143.008337799028,36384.4769462829
18.791,0.8551,2.53365,8.2703,187.2937,0.833747550040926,143.646431528816,36528.1233778117
18.834,0.4684,-1.548855,9.3345,187.373,0.357227040032741,143.808004748595,36671.9313825603
18.877,0.9497,0.735,10.9985,187.4004,0.432781632026193,144.045132560368,36815.9765151206
18.92,0.9054,-0.11718,10.8321,187.4431,0.322789305620954,144.172268045735,36960.1487831664
18.963,0.7306,1.26924,8.3624,187.4439,0.512079444496763,144.488693669979,37104.6374768364
19.006,0.7354,0.0147,7.7711,187.4831,0.412603555597411,144.705643405322,37249.3431202417
19.049,0.5319,0.66087,9.7128,187.5076,0.462256844477929,144.972246429547,37394.3153666712
19.092,0.8431,-0.699195,10.6322,187.5657,0.229966475582343,145.006559084876,37539.3219257561
19.135,0.7186,1.87509,9.2184,187.557,0.558991180465875,145.369896445088,37684.6918222012
19.178,0.7653,-1.908375,10.868,187.6528,0.0655179443727,145.239760569207,37829.9315827704
19.221,0.6001,0.92358,11.4821,187.6815,0.23713035549816,145.281237104452,37975.2128198749
19.264,0.9413,1.66761,9.6505,187.6915,0.523226284398528,145.608809568597,38120.8216294435
19.307,0.4601,-1.239735,9.9725,187.7851,0.170634027518822,145.583789775862,38266.4054192193
19.35,0.4541,-0.21021,10.8057,187.8534,0.094465222015058,145.482601177624,38411.8880203969
19.393,0.0267,2.99628,7.7771,187.8989,0.674828177612046,145.961775534983,38557.8497959319
19.436,0.3404,0.46347,7.2527,187.9385,0.632556542089637,146.398678256819,38704.2484741887
19.479,-0.1792,-1.313865,10.4574,188.0207,0.24327223367171,146.446296670237,38850.694770859
19.522,0.4026,0.005985,13.4968,188.0599,0.195814786937368,146.446457636921,38997.1412284959
19.565,0.0495,0.787815,13.4394,188.0561,0.314214829549894,146.565018646217,39143.7062471421
19.608,0.4265,1.912785,9.1609,188.0221,0.633928863639915,147.003293689604,39290.7095408317
19.651,0.3416,-0.510615,6.7691,188.0267,0.405020090911932,147.212659960262,39437.922200792
19.694,0.6348,-0.12222,9.3548,188.0016,0.299572072729546,147.316578212738,39585.2387790047
19.737,0.7881,1.554525,9.3141,187.919,0.550562658183637,147.671487050668,39732.9102660554
19.78,0.836,-1.037295,9.4662,187.8876,0.232991126546909,147.708824356962,39880.6190904123
19.823,0.9257,-0.620025,8.7743,187.8338,0.062387901237528,147.575558437946,40028.1946488503
19.866,1.0383,-1.07247,8.7838,187.7857,-0.164583679009978,147.215320938682,40175.409969789
19.909,0.8048,-1.389255,9.4159,187.7407,-0.409517943207982,146.610149175221,40322.0201189642
19.952,0.5858,-1.058715,9.1585,187.6908,-0.539357354566386,145.875138000401,40467.8952569646
19.995,0.3954,-0.31206,8.8796,187.6277,-0.493897883653109,145.185586296494,40613.0808432611
20.038,0.4349,-1.475985,10.6705,187.6025,-0.690315306922487,144.299617169318,40757.3804604304
20.081,1.0012,-0.361095,11.4019,187.5633,-0.62447124553799,143.479492103527,40900.8599525339
20.124,0.6636,0.20832,11.53,187.53,-0.457912996430392,142.825925286843,41043.6858778208
20.167,0.3679,-0.75327,11.4007,187.5267,-0.516984397144314,142.113287069445,41185.7991648902
20.21,0.8898,-0.000315,11.2295,187.5208,-0.413650517715451,141.503982731476,41327.3031476217
20.253,0.745,0.64953,10.4801,187.5149,-0.201014414172361,141.10731449705,41468.4104621187
20.296,0.4828,-0.75453,9.5943,187.5595,-0.311717531337889,140.599943145459,41609.0104052642
20.339,0.4301,1.622355,8.2655,187.5423,0.075096974929689,140.479386300135,41749.4897915643
20.382,0.5151,-3.117555,9.787,187.5856,-0.563433420056249,139.720299059826,41889.2100906242
20.425,0.9233,0.785295,9.4518,187.6139,-0.293687736044999,139.230957503527,42028.4410481277
20.468,0.7462,0.587895,7.7244,187.6397,-0.117371188835999,138.917932494438,42167.3589806221
20.511,0.982,-2.172345,10.8045,187.7302,-0.528365951068799,138.193912723115,42305.5528933452
20.554,0.7749,-0.594825,12.2758,187.7707,-0.54165776085504,137.456601142007,42443.0094944873
20.597,0.5151,4.089855,7.8106,187.7875,0.384644791315968,137.645592113069,42580.6550866003
20.64,0.8707,-3.375225,8.0931,187.793,-0.367329166947225,137.082609125869,42717.7376957262
20.683,0.5319,0.97629,7.9339,187.7605,-0.09860533355778,136.788349972057,42854.5260456983
20.726,0.6767,2.47968,6.7224,187.7574,0.417051733153776,137.009747884958,42991.5357935832
20.769,0.6528,0.090195,8.706,187.7531,0.351680386523021,137.165774451227,43128.7015680344
20.812,0.4409,-3.88059,13.7961,187.7574,-0.494773690781584,136.475346940192,43265.1769149746
20.855,0.672,1.4175,13.6895,187.7392,-0.112318952625267,136.167374167313,43401.3442891419
20.898,1.061,-0.49812,10.595,187.7629,-0.189479162100214,135.78224118496,43537.1265303269
20.941,0.8036,-2.205,9.544,187.836,-0.592583329680171,134.994004035026,43672.1205343619
20.984,0.235,-1.910895,10.7267,187.896,-0.856245663744137,133.942104551028,43806.062638913
21.027,0.1033,0.584115,9.805,187.8915,-0.568173530995309,133.17827719978,43939.2409161127
21.07,-0.0092,-1.18566,8.402,187.938,-0.691670824796248,132.29095255473,44071.5318686675
21.113,0.2817,-0.089565,8.2667,187.951,-0.571249659836998,131.524049074639,44203.0559177421
21.156,0.2075,-2.516745,10.097,188.0152,-0.960348727869599,130.368046526516,44333.4239642686
21.199,0.0255,1.25412,9.5739,187.9954,-0.517454982295679,129.654937723967,44463.0789019926
21.242,-0.1481,-1.135365,9.1837,188.0284,-0.641036985836543,128.818246917877,44591.8971489105
21.285,0.0842,-0.1575,9.8409,188.0412,-0.544329588669235,128.078263508954,44719.9754124194
21.328,-0.02,0.067515,10.1437,188.0514,-0.421960670935388,127.460649017766,44847.4360614372
21.371,0.2793,0.98637,9.8205,188.0457,-0.14029453674831,127.124700660764,44974.5607620979
21.414,0.4912,-1.52376,10.9685,188.0744,-0.416987629398648,126.512059211112,45101.0728213091
21.457,0.417,-0.98952,12.3141,188.0889,-0.531494103518918,125.784911287339,45226.8577325964
21.5,0.1608,2.688315,8.864,188.0907,0.112467717184865,125.701725184271,45352.5594577807
21.543,0.411,-0.597345,8.4043,188.0946,-0.029494826252108,125.476576537765,45478.0360343184
21.586,0.5139,-0.66276,10.0659,188.0926,-0.156147861001686,125.12477485651,45603.1608091749
21.629,0.5798,0.752535,9.9486,188.0592,0.025588711198651,124.954709747455,45728.1155189224
21.672,0.6301,0.610575,8.2655,188.0209,0.142585968958921,124.901641896161,45853.0171608186
21.715,0.8695,-0.790965,9.0711,188.0049,-0.044124224832863,124.661863851074,45977.6790246696
21.758,0.7737,0.03612,10.9578,187.9697,-0.028075379866291,124.438134650955,46102.1171593206
21.801,0.3643,1.905225,10.2946,187.8989,0.358584696106967,124.601065526808,46226.7182248474
21.844,0.5606,-0.973245,9.6733,187.8841,0.092218756885574,124.49763046344,46351.2158553109
21.887,0.672,1.34211,9.0975,187.8249,0.342197005508459,124.644173648695,46475.8600289595
21.93,0.6253,1.9404,7.7543,187.7539,0.661837604406767,125.110357432848,46600.9703863924
21.973,0.7857,-0.40383,9.6266,187.7532,0.448704083525414,125.36340769612,46726.3337940885
22.016,0.6899,-0.894075,11.0643,187.7705,0.180148266820331,125.347902142687,46851.6816962312
22.059,0.6576,1.86627,8.8616,187.7304,0.517372613456265,125.66962093589,46977.3513171671
22.102,0.5606,1.451415,7.1498,187.7059,0.704181090765012,126.178148206402,47103.5294653735
22.145,0.6983,-1.5288,9.6242,187.777,0.25758487261201,126.24007925876,47229.7695446323
22.188,0.5558,0.28497,11.4103,187.8121,0.263061898089608,126.307487336596,47356.0770319689
22.231,0.806,1.363425,10.674,187.8329,0.483134518471686,126.594968034815,47482.6720000037
22.274,0.9964,-2.256555,12.4027,187.9313,-0.064803385222651,126.334510829338,47609.006510833
22.317,0.8084,-0.6552,12.9833,188.0081,-0.182882708178121,125.955974300907,47734.9624851339
22.36,0.8443,2.91333,9.9163,188.077,0.436359833457503,126.196680314111,47861.159165448
22.403,0.7151,0.64701,8.8688,188.1379,0.478489866766003,126.479516360623,47987.6386818087
22.446,0.2386,-3.00069,11.506,188.2783,-0.217346106587198,126.066516433783,48113.7051982424
22.489,0.3463,1.53069,8.2092,188.3157,0.132261114730242,126.003123728259,48239.7083219707
22.532,0.5391,3.622185,4.4479,188.3985,0.830245891784193,126.63771579979,48366.3460377705
22.575,0.3535,2.21571,5.3362,188.4792,1.10733871342736,127.549400692964,48493.8954384635
22.618,1.729,-5.980905,13.9816,188.5525,-0.310310029258116,127.043436843452,48620.9388753069
22.661,0.1201,3.559395,11.2307,188.6165,0.463630976593507,127.311413999792,48748.2502893067
22.704,-0.1517,2.04099,5.6151,188.6604,0.779102781274806,127.894862960814,48876.1451522675
22.747,1.328,-2.38098,6.4591,188.7795,0.147086225019845,127.84629536558,49003.9914476331
22.79,0.4649,-0.13104,10.1126,188.8074,0.091460980015876,127.742102525343,49131.7335501584
22.833,-0.2558,1.054305,12.6337,188.8,0.284029784012701,127.830478489102,49259.5640286475
22.876,0.2661,0.428295,11.8831,188.7984,0.31288282721016,127.947707496059,49387.5117361436
22.919,0.0519,-1.986285,12.5128,188.839,-0.146950738231872,127.605102937573,49515.1168390812
22.962,-0.2091,-0.514395,12.9138,188.8491,-0.220439590585497,127.189009526734,49642.3058486079
23.005,-0.3396,0.410655,11.9765,188.8434,-0.094220672468398,126.899135034012,49769.2049836419
23.048,-0.5024,-1.08633,11.4629,188.8586,-0.292642537974718,126.410838675784,49895.6158223177
23.091,-0.3264,-0.47292,10.3927,188.8554,-0.328698030379775,125.886486825151,50021.5023091429
23.134,-0.403,1.484175,5.894,188.8336,0.03387657569618,125.724709580594,50147.2270187235
23.177,-0.4773,1.042965,3.5657,188.8019,0.235694260556944,125.764750020897,50272.9917687443
23.22,0.6133,0.238455,7.0923,188.763,0.236246408445555,125.805342609089,50398.7971113534
23.263,1.3902,1.26042,10.3736,188.6912,0.441081126756444,126.050769915592,50524.847881269
23.306,1.0215,-0.787185,10.6525,188.6271,0.195427901405155,126.050543996744,50650.8984252658
23.349,1.2358,0.691005,10.4215,188.5187,0.294543321124124,126.149433497615,50777.0478587634
23.392,1.8643,-1.1592,13.6249,188.5353,0.003794656899299,125.95757433426,50903.0054330977
23.435,1.9888,-0.30198,16.8798,188.4261,-0.057360274480561,125.704560239526,51028.7099933372
23.478,-1.3499,2.19933,12.8336,188.2629,0.393977780415552,125.902884199688,51154.6128775369
23.521,0.6588,-0.3045,8.0428,188.1383,0.254282224332441,125.961512603767,51280.5743901406
23.564,1.377,-0.711795,5.9168,188.0438,0.061066779465953,125.82692556298,51406.4013157036
23.607,0.739,-0.89901,7.4084,187.9679,-0.130948576427238,125.500323166299,51531.9016388699
23.65,-0.0451,1.50675,7.2479,187.8176,0.19659113885821,125.501260484904,51657.4028993548
23.693,0.7605,0.65835,6.8565,187.7142,0.288942911086568,125.594549575737,51782.9974489306
23.736,0.9748,-1.0248,8.4127,187.6797,0.026194328869255,125.425090084353,51908.4225390149
23.779,1.0502,0.81669,9.9618,187.5962,0.184293463095404,125.413729727195,52033.8362687421
23.822,0.4098,0.12789,9.3129,187.5384,0.173012770476323,125.391088677418,52159.2273574195
23.865,0.7282,1.016505,10.2898,187.4687,0.341711216381058,125.537146073545,52284.7645034931
23.908,0.5774,-2.966775,14.2953,187.4906,-0.319986026895153,125.021506226397,52409.7860097195
23.951,1.0431,1.83981,13.9026,187.4268,0.111973178483877,124.937825584627,52534.7238353041
23.994,0.8455,-0.40887,12.362,187.4144,0.007804542787102,124.749976307161,52659.4738116112
24.037,1.1819,0.91854,10.3077,187.3834,0.189951634229681,124.744274121137,52784.2180857324
24.08,1.3555,0.36288,8.4439,187.3849,0.224537307383745,124.773157608267,52908.9912433407
24.123,1.1077,0.667065,7.3832,187.3867,0.313042845906996,124.890546633921,53033.8817899746
24.166,1.1891,1.396185,6.3573,187.354,0.529671276725597,125.224564090393,53159.106354065
24.209,0.9485,2.45826,6.0772,187.3979,0.915389021380478,125.94429929152,53285.0506533565
24.252,1.2382,-0.64512,8.8904,187.4813,0.603287217104382,126.351932688371,53411.4025860449
24.295,1.1963,-0.83622,11.6509,187.5676,0.315385773683506,126.471664641801,53537.8742506867
24.338,0.83,2.30748,9.8313,187.5414,0.713804618946805,126.989815440494,53664.8640661272
24.381,0.8108,0.2058,9.1549,187.5938,0.612203695157444,127.406365315398,53792.2704314425
24.424,0.6552,-0.6489,10.7064,187.6817,0.359982956125955,127.57069445127,53919.8411258938
24.467,0.1117,1.85997,11.4234,187.6983,0.659980364900764,128.035020995918,54047.8761468897
24.51,0.7498,2.03343,11.3791,187.7227,0.934670291920611,128.774037467585,54176.6501843573
24.553,1.2095,0.48741,10.7842,187.7946,0.845218233536489,129.423601880868,54306.0737862382
24.596,1.1951,-1.28247,11.6988,187.925,0.419680586829191,129.647628647444,54435.7214148856
24.639,0.6037,1.77702,8.5707,187.9437,0.691148469463353,130.143123296653,54565.8645381823
24.682,0.8826,1.67013,6.89,187.9485,0.886944775570683,130.834414251971,54696.6989524343
24.725,1.0263,-0.92295,9.113,188.0637,0.524965820456546,131.163726252174,54827.8626786864
24.768,0.5259,-1.3503,11.9298,188.1758,0.149912656365237,131.117985088285,54958.9806637747
24.811,-0.0679,3.042795,9.1286,188.2139,0.72848912509219,131.650820393124,55090.6314841678
24.854,0.3775,1.87761,7.3497,188.1596,0.958313300073752,132.413479872944,55223.0449640408
24.897,0.7127,-2.696505,10.759,188.1563,0.227349640059001,132.44517569275,55355.4901397335
24.94,1.1281,0.506205,13.6764,188.1531,0.283120712047201,132.532642584544,55488.0227823181
