time,ax,ay,az,yaw,gps_lat,gps_lon
21.887,0.6144,-0.96808,6.433,101.8721,0,0
21.93,0.2277,-2.61432,10.4145,101.8957,0,0
21.973,-0.1206,-2.03968,13.6491,101.9039,0,0
22.016,0.0374,-2.44672,11.717,101.9343,12.9453413463596,80.2143798666301
22.059,0.2672,-0.1052,6.7478,101.9423,0,0
22.102,0.3426,-0.35128,6.1169,101.9687,0,0
22.145,-0.451,-2.57024,13.5641,102.0243,0,0
22.188,-0.5791,-1.10312,13.023,102.0627,0,0
22.231,0.2624,-1.98512,8.7542,102.1194,0,0
22.274,0.1798,-2.7752,10.4121,102.1781,0,0
22.317,0.3534,-2.3596,11.1256,102.2276,0,0
22.36,0.2205,-3.06344,8.9996,102.289,0,0
22.403,0.205,-1.73608,9.1923,102.3319,0,0
22.446,0.5282,-2.08376,8.073,102.3805,0,0
22.489,-0.0105,-2.41512,9.397,102.4287,0,0
22.532,-0.3469,-1.92768,9.5562,102.468,0,0
22.575,0.2576,-1.26688,6.2797,102.5028,0,0
22.618,0.4456,-2.30784,8.9996,102.5452,0,0
22.661,-0.2858,-3.31824,13.8083,102.5817,0,0
22.704,0.8813,-2.04256,13.3486,102.6033,0,0
22.747,0.8466,-2.90544,10.3607,102.6356,0,0
22.79,0.7532,-1.13088,8.6823,102.6407,0,0
22.833,0.8239,-2.11152,9.0199,102.6549,0,0
22.876,0.4013,-2.236,10.8048,102.6535,0,0
22.919,-0.1075,-2.57408,11.7637,102.6507,0,0
22.962,0.2289,-0.95176,5.8859,102.622,0,0
23.005,0.6742,-3.3048,6.8903,102.5903,12.9453191267204,80.2144482639153
23.048,-0.3361,-3.17552,13.345,102.5635,0,0
23.091,0.1798,-1.69112,9.1648,102.5242,0,0
23.134,0.8753,-2.86904,6.19,102.4889,0,0
23.177,0.2098,-2.5128,11.1986,102.4673,0,0
23.22,0.1786,-2.41512,13.3115,102.4472,0,0
23.263,0.5557,-2.6392,11.3052,102.4432,0,0
23.306,0.2313,-2.34616,12.7022,102.4419,0,0
23.349,0.1164,-1.26208,8.3388,102.4465,0,0
23.392,0.594,-1.85968,8.3591,102.4738,0,0
23.435,0.1738,-1.55416,10.1703,102.4941,0,0
23.478,0.1403,-2.61912,12.3227,102.5223,0,0
23.521,0.2612,-1.50816,9.1528,102.5424,0,0
23.564,0.667,-1.49384,4.7487,102.5772,0,0
23.607,0.9951,-1.62888,6.6999,102.5981,0,0
23.65,0.3271,-2.89968,11.5733,102.615,0,0
23.693,0.8598,-1.98128,11.5781,102.6067,0,0
23.736,0.9986,-2.59608,9.33,102.6133,0,0
23.779,0.7089,-2.89968,12.9332,102.6052,0,0
23.822,0.4803,-2.4352,11.9013,102.5871,0,0
23.865,0.6587,-2.30976,9.9189,102.5762,0,0
23.908,0.6347,-1.19696,7.6265,102.5465,0,0
23.951,0.5617,-2.23696,8.4405,102.546,0,0
23.994,0.0853,-2.554,11.8427,102.538,12.9453090268837,80.2145145885554
24.037,0.0254,-2.4592,8.5662,102.5441,0,0
24.08,0.5282,-2.75224,5.8308,102.5359,0,0
24.123,0.2062,-2.47832,8.9385,102.5465,0,0
24.166,-0.0117,-3.2588,12.13,102.555,0,0
24.209,0.4887,-2.23696,11.972,102.5478,0,0
24.252,0.5809,-2.04064,9.5371,102.546,0,0
24.295,0.3654,-1.98128,9.4209,102.5432,0,0
24.338,0.284,-2.01192,9.9417,102.5371,0,0
24.381,0.4528,-2.59896,10.903,102.537,0,0
24.424,0.6263,-1.942,10.2829,102.525,0,0
24.467,0.8718,-1.36456,8.5064,102.4998,0,0
24.51,0.4671,-2.94952,11.3255,102.4881,0,0
24.553,0.266,-1.31664,12.3455,102.4321,0,0
24.596,0.5868,-0.86272,6.8508,102.4094,0,0
24.639,0.7281,-2.30112,6.1385,102.3891,0,0
24.682,0.0793,-1.74664,9.1384,102.3118,0,0
24.725,-0.1422,-3.3316,10.077,102.247,0,0
24.768,0.1116,-4.2816,12.4592,102.1719,0,0
24.811,0.8502,-3.13624,10.2841,102.0806,0,0
24.854,1.3386,-2.51952,8.0143,101.9849,0,0
24.897,0.9172,-2.01384,8.9086,101.8715,0,0
24.94,0.4181,-2.48504,12.8399,101.7599,0,0
24.983,0.3331,-2.97344,15.179,101.6643,12.9453009470141,80.2145456782304
25.026,0.6096,-1.648,9.579,101.5743,0,0
25.069,0.7532,-2.13256,4.5751,101.5149,0,0
25.112,-0.3122,-4.66088,11.9337,101.5222,0,0
25.155,-0.4223,-1.9612,12.701,101.4898,0,0
25.198,0.7592,-2.32888,6.7538,101.5056,0,0
25.241,0.7532,-3.09984,7.2662,101.5628,0,0
25.284,0.272,-2.40072,12.0198,101.5891,0,0
25.327,0.5581,-1.57232,10.1799,101.6193,0,0
25.37,0.6263,-1.65568,8.4429,101.668,0,0
25.413,-0.0021,-2.05312,11.8032,101.7238,0,0
25.456,-0.4032,-1.56376,12.4245,101.7719,0,0
25.499,0.2098,-2.29728,9.4533,101.8419,0,0
25.542,0.0685,-1.806,7.6804,101.9089,0,0
25.585,0.7305,-3.31248,9.1013,101.9926,0,0
25.628,-0.5696,-2.0512,10.1883,102.0302,0,0
25.671,-0.2978,-1.69304,9.0079,102.0454,0,0
25.714,-0.4295,-3.66776,11.4153,102.0598,0,0
25.757,-0.1111,-2.89392,12.5023,102.0433,0,0
25.8,0.26,-3.00024,10.156,102.0034,0,0
25.843,0.6455,-1.94968,6.931,101.9268,0,0
25.886,-0.0452,-1.57904,10.2182,101.8401,0,0
25.929,0.1224,-1.44976,10.8455,101.7447,0,0
25.972,0.0134,-1.79648,9.7082,101.6423,0,0
26.015,-0.5731,-1.79648,9.555,101.5139,12.9452928671442,80.2145829858405
26.058,-0.2152,-0.90864,9.3324,101.3652,0,0
26.101,-0.3696,-1.66144,10.1667,101.2121,0,0
26.144,-0.5265,-1.54264,10.5055,101.0583,0,0
26.187,-0.4139,-1.84432,10.8431,100.9024,0,0
26.23,-0.214,-2.97344,10.4421,100.7445,0,0
26.273,-0.4403,-2.46104,9.8411,100.5765,0,0
26.316,-0.6522,-2.18144,9.974,100.4149,0,0
26.359,-0.4498,-2.89584,10.5187,100.2473,0,0
26.402,-0.5528,-2.96192,9.6149,100.0707,0,0
26.445,-1.0221,-2.98872,8.9265,99.8852,0,0
26.488,-0.9849,-2.48696,9.1312,99.7073,0,0
26.531,-0.7,-2.17184,8.9481,99.5376,0,0
26.574,-0.4917,-1.55608,9.3204,99.3901,0,0
26.617,-0.1769,-1.62984,9.9405,99.267,0,0
26.66,0.0003,-2.02344,10.2254,99.1642,0,0
26.703,-0.1446,-1.57232,10.0494,99.0868,0,0
26.746,-0.5696,-1.61832,10.2553,99.047,0,0
26.789,-0.2823,-0.85408,10.1536,99.0596,0,0
26.832,0.0074,-0.0008,9.9381,99.1286,0,0
26.875,0.1511,-0.64528,10.1356,99.2061,0,0
26.918,0.3199,-0.50168,9.6556,99.3155,0,0
26.961,0.0529,-0.34648,9.7047,99.451,0,0
27.004,-0.2727,-0.71616,10.1464,99.6038,12.9452807473389,80.2145871311305
27.047,-0.378,-2.04352,10.1931,99.7531,0,0
27.09,-0.5839,-2.03872,9.828,99.8933,0,0
27.133,-0.3445,-1.88744,9.7777,100.0312,0,0
27.176,0.096,-1.09352,9.6149,100.1785,0,0
27.219,0.0805,-0.00272,9.1384,100.3323,0,0
27.262,-0.1254,0.20992,9.5502,100.4776,0,0
27.305,0.0086,0.38992,9.6699,100.6109,0,0
27.348,-0.3732,1.13312,9.3371,100.7179,0,0
27.391,-0.9909,1.04208,10.0817,100.8251,12.9452908471767,80.2146016396455
