time,ax,ay,az,yaw ,acc,velo,dis
25.155,-0.945,-0.69806,15.0425,190.7705,1.02797101632262,140.623008362599,57052.2038476326
25.198,-1.0384,-0.08184,13.6946,190.7962,0.806008813058094,140.253486239637,57192.4573338723
25.241,1.1487,1.42329,7.6684,190.8837,0.929465050446475,140.007420354062,57332.4647542263
25.284,-1.6226,1.738,8.9026,191.0135,1.09117204035718,139.923061458399,57472.3878156847
25.327,0.0689,2.45696,6.9597,191.1799,1.36432963228574,140.111860154664,57612.4996758394
25.37,-0.1825,-0.56771,9.646,191.3428,0.977921705828595,139.914250924472,57752.4139267639
25.413,0.2054,3.39196,9.4736,191.5654,1.46072936466288,140.199449353114,57892.613376117
25.456,-0.1131,-1.20109,11.1436,191.784,0.928365491730301,139.952283908824,58032.5656600258
25.499,0.4544,-1.21165,10.6384,192.0537,0.500362393384241,139.277115366187,58171.842775392
25.542,0.3526,1.88947,8.2645,192.3818,0.778183914707393,138.879768344874,58310.7225437369
25.585,-0.1717,-0.15026,8.6979,192.688,0.592495131765914,138.296732540619,58449.0192762775
25.628,0.768,2.93766,7.751,193.0145,1.06152810541273,138.182729710011,58587.2020059875
25.671,0.0869,0.65824,9.6484,193.3365,0.980870484330185,137.988069258321,58725.1900752458
25.714,-0.4351,0.38698,11.4404,193.6487,0.862092387464148,137.674630709764,58862.8647059556
25.757,-0.3728,1.52735,9.7262,193.9475,0.995143909971319,137.494243683715,59000.3589496393
25.8,0.1036,0.62271,8.6787,194.2089,0.920657127977055,137.239369875671,59137.598319515
25.843,-0.3728,2.18174,8.9241,194.4408,1.17287370238164,137.236712642032,59274.835032157
25.886,-0.1574,0.10252,10.2589,194.6159,0.958802961905315,137.019984667917,59411.8550168249
25.929,-0.3992,4.06747,8.1879,194.7608,1.58053636952425,137.42499010142,59549.2800069263
25.972,-0.3609,-1.43418,11.7074,194.8691,0.977593095619402,137.227052261019,59686.5070591874
26.015,0.0677,1.22056,11.0095,194.9792,1.02618647649552,137.077707801494,59823.5847669889
26.058,-0.1765,1.29954,9.4401,195.0664,1.08085718119642,136.98303404667,59960.5678010355
26.101,-0.4902,-0.15422,9.7657,195.1281,0.833841744957134,136.641344855606,60097.2091458911
26.144,-0.9462,3.15491,9.7489,195.2076,1.29805539596571,136.763869315551,60233.9730152067
26.187,-1.0803,1.06513,11.5135,195.2655,1.25147031677257,136.839808696303,60370.812823903
26.23,0.8961,-0.39259,12.0438,195.3098,0.922658253418052,136.5869360137,60507.3997599167
26.273,1.8705,1.23233,11.3159,195.3549,0.984592602734442,136.395997680414,60643.7957575971
26.316,0.7848,1.43649,7.7809,195.381,1.07497208218755,136.295438826581,60780.0911964237
26.359,-0.2076,1.70907,8.0096,195.3951,1.20179166575004,136.32169955631,60916.41289598
26.402,-0.1657,1.47862,8.5195,195.3855,1.25715733260003,136.40332595289,61052.8162219329
26.445,-0.0676,1.35091,8.3651,195.3288,1.27590786608003,136.503702882949,61189.3199248158
26.488,0.1539,2.33057,9.1085,195.2174,1.48684029286402,136.815012239792,61326.1349370556
26.531,0.2592,-1.41306,11.1807,195.0798,0.906860234291218,136.546341538063,61462.6812785937
26.574,-0.8086,-2.431,7.2207,194.8653,0.239288187432974,135.610098789475,61598.2913773832
26.617,2.0681,0.21714,7.4589,194.5677,0.234858549946379,134.669426403401,61732.9608037866
26.66,0.0641,1.27842,6.5898,194.2145,0.443570839957104,133.937466307337,61866.8982700939
26.703,0.501,1.13619,8.8463,193.8264,0.582094671965683,133.344030043282,62000.2423001372
26.746,1.2564,0.4015,10.8527,193.4365,0.545975737572546,132.714474844834,62132.956774982
26.789,0.0533,3.36028,9.555,193.0241,1.10883659005804,132.647780498871,62265.6045554809
26.832,-1.5927,-1.58697,11.705,192.633,0.56967527204643,132.041924834897,62397.6464803158
26.875,-1.625,-1.40657,13.2074,192.255,0.174426217637144,131.040820116513,62528.6873004323
26.918,-0.1717,-0.15158,13.8263,191.9169,0.109224974109715,129.974514154602,62658.6618145869
26.961,1.7939,-0.968,12.4987,191.6253,-0.106220020712228,128.69276319787,62787.3545777848
27.004,-0.325,4.61131,8.1317,191.3928,0.837285983430218,128.354518245279,62915.70909603
27.047,-0.969,1.21132,9.7274,191.2781,0.912092786744174,128.091080096003,63043.8001761261
27.09,1.8466,-1.31175,11.0957,191.2403,0.467324229395339,127.382873389377,63171.1830495154
27.133,0.8027,2.36346,8.905,191.2278,0.846551383516272,127.053893836873,63298.2369433523
27.176,-0.3226,0.6424,8.3807,191.318,0.805721106813017,126.684084007665,63424.92102736
27.219,-0.7128,0.38566,8.7901,191.4772,0.721708885450414,126.230261957095,63551.1512893171
27.262,0.2305,0.41723,9.9752,191.6931,0.660813108360331,125.715544129434,63676.8668334465
27.305,0.2748,1.10066,9.6568,191.9172,0.748782486688265,125.288795680102,63802.1556291266
27.348,-0.3094,0.71489,9.4473,192.1602,0.742003989350612,124.855268733432,63927.01089786
27.391,-0.3022,-0.77968,10.2553,192.3981,0.43766719148049,124.117404988892,64051.1283028489
27.434,-0.2064,1.28106,10.1392,192.6126,0.606345753184392,123.548219806055,64174.676522655
27.477,-0.2328,1.07173,10.8323,192.8007,0.699422602547514,123.072111472582,64297.7486341276
27.52,0.3358,-1.03917,11.936,192.9659,0.351704082038011,122.248284618599,64419.9969187462
27.563,1.0302,1.60237,10.5318,193.0872,0.601837265630409,121.674590948209,64541.6715096944
27.606,0.0043,0.94006,8.6189,193.1735,0.669481812504327,121.168541824693,64662.8400515191
27.649,-0.064,-0.9812,7.9305,193.2219,0.339345450003462,120.332356338676,64783.1724078577
27.692,-0.6877,2.91258,7.2123,193.2511,0.853992360002769,120.010817762658,64903.1832256204
27.735,-0.7523,0.62799,10.3774,193.2684,0.808791888002216,119.644078714639,65022.827304335
27.778,0.3586,-2.53374,12.3167,193.2484,0.140285510401773,118.60883328902,65141.4361376241
27.821,1.4779,1.03224,10.63,193.1915,0.318676408321418,117.751978761321,65259.1881163854
27.864,0.4448,1.2771,7.3308,193.0926,0.510361126657134,117.086808951957,65376.2749253373
27.907,-0.8002,1.5774,7.2626,192.9814,0.723768901325708,116.635046917262,65492.9099722546
27.95,-0.2352,-0.03443,9.7777,192.858,0.572129121060566,116.031645102302,65608.9416173569
27.993,0.537,1.12178,10.727,192.7013,0.682059296848453,115.53817346313,65724.47979082
28.036,0.1084,0.92554,12.0665,192.5353,0.730755437478762,115.093397964588,65839.5731887846
28.079,-0.6099,-1.85427,12.6603,192.3726,0.21375034998301,114.13161737855,65953.7048061632
28.122,-0.4578,0.05643,11.9624,192.1955,0.182286279986408,113.138372722516,66066.8431788857
28.165,0.1144,2.07515,12.853,192.0264,0.560859023989126,112.523700810484,66179.3668796962
28.208,0.4783,0.70037,15.1467,191.8585,0.588761219191301,111.936931093655,66291.3038107898
28.251,2.5433,0.66352,12.385,191.6813,0.603712975353041,111.365113132987,66402.6689239228
28.294,2.1926,2.299,7.7043,191.4987,0.942770380282433,111.132352577249,66513.8012765001
28.337,1.005,0.65164,5.838,191.3152,0.884544304225946,110.841365945454,66624.6426424455
28.38,0.2892,0.78727,4.5535,191.1166,0.865089443380757,110.530924452814,66735.1735668983
28.423,-0.3309,1.29162,5.4202,190.9074,0.950395554704606,110.305789071498,66845.4793559698
28.466,-0.374,0.41195,5.6321,190.7227,0.842706443763685,109.972964579241,66955.4523205491
28.509,2.6319,1.95657,7.5128,190.5348,1.06547915501095,109.862912798231,67065.3152333473
28.552,0.3933,1.8381,8.1436,190.3365,1.22000332400876,109.90738518622,67175.2226185335
28.595,-0.1418,-1.19845,9.8483,190.1708,0.736312659207007,109.468166909406,67284.6907854429
28.638,0.2209,-0.36366,11.195,190.0088,0.516318127365605,108.808954100751,67393.4997395437
28.681,0.1934,0.76098,13.6084,189.8611,0.565250501892484,108.198673666623,67501.6984132103
28.724,0.1503,-1.81874,16.0409,189.7559,0.088452401513988,107.111595132116,67608.8100083424
28.767,1.0266,-1.34992,15.1539,189.6725,-0.19922207878881,105.736842117306,67714.5468504597
28.81,0.7405,-0.74283,11.553,189.6139,-0.307943663031048,104.253367518255,67818.8002179779
28.853,0.0605,0.95975,7.1931,189.5503,-0.054404930424839,103.023431651809,67921.8236496298
28.896,0.1814,2.36082,6.4426,189.4988,0.428640055660129,102.276540771448,68024.1001904012
28.939,0.1778,1.17183,6.3001,189.4283,0.577278044528103,101.678287879956,68125.7784782812
28.982,0.2664,-0.06204,9.3587,189.3432,0.449414435622483,100.952171379558,68226.7306496607
29.025,1.0098,2.00398,8.9732,189.1976,0.760327548497986,100.536967992035,68327.2676176528
29.068,0.6698,0.2816,10.3834,189.0497,0.664582038798389,100.026019094813,68427.2936367476
29.111,0.6914,0.72413,11.4069,188.8553,0.676491631038711,99.5269797898305,68526.8206165374
29.154,0.6076,1.86571,9.6747,188.6112,0.914335304830969,99.2657841586408,68626.0864006961
